date,note_1,note_10,note_100,note_20,note_5,note_50,year,month,quarter,month_sin,month_cos,banknote_total,banknote_total_lag_1,banknote_total_lag_3,banknote_total_lag_6,banknote_total_lag_12,banknote_total_roll_3,banknote_total_roll_6,banknote_total_roll_12,holiday_count,pre_holiday_count,post_holiday_count,hari_raya,cny,deepavali
2004-09-01,821.6,2459.7,9233.2,74.0,610.1,15177.2,2004,9,3,-1.0,-1.8369701987210297e-16,28375.8,28739.600000000002,28032.7,28651.299999999996,25930.6,28442.466666666664,28532.399999999998,28537.333333333332,0,0,1,0,0,0
2004-10-01,975.1,2660.6,9498.9,74.0,771.0,16505.7,2004,10,4,-0.8660254037844386,0.5000000000000001,30485.300000000003,28375.8,28212.0,29172.5,26116.499999999996,29200.233333333337,28751.2,28901.399999999998,0,3,0,0,0,0
2004-11-01,1002.1,2581.9,9503.1,74.0,827.8,15465.5,2004,11,4,-0.5000000000000004,0.8660254037844384,29454.4,30485.300000000003,28739.600000000002,28661.8,29083.7,29438.5,28883.300000000003,28932.291666666668,3,1,0,1,0,0
2004-12-01,938.4,2511.5,9605.3,73.9,806.1,16569.9,2004,12,4,-2.4492935982947064e-16,1.0,30505.100000000002,29454.4,28375.8,28032.7,27593.5,30148.266666666666,29295.36666666667,29174.925,1,1,3,0,0,0
2005-01-01,1129.0,3096.0,10068.4,73.9,1032.2,18012.6,2005,1,1,0.49999999999999994,0.8660254037844387,33412.1,30505.100000000002,30485.300000000003,28212.0,31200.100000000002,31123.86666666667,30162.05,29359.258333333335,1,2,1,0,0,0
2005-02-01,1076.5,2926.4,9771.9,73.9,1027.8,17269.7,2005,2,1,0.8660254037844386,0.5000000000000001,32146.200000000004,33412.1,29454.4,28739.600000000002,28608.5,32021.133333333335,30729.816666666666,29654.06666666667,2,0,1,0,1,0
2005-03-01,982.7,2662.9,9435.5,73.8,991.5,16451.0,2005,3,1,1.0,6.123233995736766e-17,30597.4,32146.200000000004,30505.100000000002,28375.8,28651.299999999996,32051.900000000005,31100.083333333332,29816.241666666665,0,1,2,0,0,0
2005-04-01,938.1,2591.6,9449.5,73.8,970.8,16890.0,2005,4,2,0.8660254037844387,-0.4999999999999998,30913.8,30597.4,33412.1,30485.300000000003,29172.5,31219.133333333335,31171.5,29961.350000000002,1,4,0,0,0,0
2005-05-01,909.7,2543.7,9343.9,73.8,959.0,16642.4,2005,5,2,0.49999999999999994,-0.8660254037844387,30472.5,30913.8,32146.200000000004,29454.4,28661.8,30661.233333333337,31341.183333333334,30112.241666666665,4,1,1,0,0,0
2005-06-01,889.5,2504.6,9259.0,73.7,947.5,16270.7,2005,6,2,1.2246467991473532e-16,-1.0,29945.0,30472.5,30597.4,30505.100000000002,28032.7,30443.766666666666,31247.833333333332,30271.599999999995,1,0,4,0,0,0
2005-07-01,878.6,2516.1,9545.9,73.7,893.2,16703.7,2005,7,3,-0.4999999999999997,-0.8660254037844388,30611.199999999997,29945.0,30913.8,33412.1,28212.0,30342.899999999998,30781.016666666666,30471.53333333333,0,1,1,0,0,0
2005-08-01,872.8,2535.9,9642.1,73.7,853.2,17082.6,2005,8,3,-0.8660254037844384,-0.5000000000000004,31060.299999999996,30611.199999999997,30472.5,32146.200000000004,28739.600000000002,30538.833333333332,30600.033333333336,30664.925,1,0,0,0,0,0
2005-09-01,881.1,2531.6,9610.0,73.6,845.2,16849.6,2005,9,3,-1.0,-1.8369701987210297e-16,30791.1,31060.299999999996,29945.0,30597.4,28375.8,30820.866666666665,30632.316666666662,30866.2,0,0,1,0,0,0
2005-10-01,1089.3,2826.8,10304.4,73.6,988.3,20587.2,2005,10,4,-0.8660254037844386,0.5000000000000001,35869.6,30791.1,30611.199999999997,30913.8,30485.300000000003,32573.666666666668,31458.28333333333,31314.891666666666,0,2,0,0,0,0
2005-11-01,1032.2,2609.7,9837.4,73.6,944.8,17168.1,2005,11,4,-0.5000000000000004,0.8660254037844384,31665.799999999996,35869.6,31060.299999999996,30472.5,29454.4,32775.5,31657.16666666666,31499.175,2,2,0,1,0,0
2005-12-01,980.1,2576.8,10102.0,73.5,905.2,18152.8,2005,12,4,-2.4492935982947064e-16,1.0,32790.4,31665.799999999996,30791.1,29945.0,30505.100000000002,33441.933333333334,32131.399999999994,31689.61666666667,2,4,2,0,0,0
2006-01-01,1209.0,3316.5,11618.2,73.5,1050.6,21756.4,2006,1,1,0.49999999999999994,0.8660254037844387,39024.2,32790.4,35869.6,30611.199999999997,33412.1,34493.46666666667,33533.566666666666,32157.291666666668,4,1,2,0,1,0
2006-02-01,1103.2,2941.3,10491.6,73.5,993.6,18196.6,2006,2,1,0.8660254037844386,0.5000000000000001,33799.799999999996,39024.2,31665.799999999996,31060.299999999996,32146.200000000004,35204.799999999996,33990.149999999994,32295.091666666664,1,0,4,0,1,0
2006-03-01,1034.1,2761.3,10280.2,73.4,928.2,18037.6,2006,3,1,1.0,6.123233995736766e-17,33114.8,33799.799999999996,32790.4,30791.1,30597.4,35312.93333333334,34377.433333333334,32504.875,0,1,1,0,0,0
2006-04-01,1002.8,2718.9,10420.2,73.4,894.3,18461.5,2006,4,2,0.8660254037844387,-0.4999999999999998,33571.100000000006,33114.8,39024.2,35869.6,30913.8,33495.23333333334,33994.35,32726.316666666666,1,2,0,0,0,0
2006-05-01,978.4,2678.3,10414.6,73.4,868.0,17978.9,2006,5,2,0.49999999999999994,-0.8660254037844387,32991.6,33571.100000000006,33799.799999999996,31665.799999999996,30472.5,33225.83333333334,34215.31666666667,32936.24166666667,2,1,1,0,0,0
2006-06-01,967.9,2675.3,10384.4,73.3,855.9,18256.5,2006,6,2,1.2246467991473532e-16,-1.0,33213.3,32991.6,33114.8,32790.4,29945.0,33258.66666666667,34285.799999999996,33208.6,1,0,2,0,0,0
2006-07-01,959.7,2689.6,10450.7,73.3,844.7,18676.2,2006,7,3,-0.4999999999999997,-0.8660254037844388,33694.2,33213.3,33571.100000000006,39024.2,30611.199999999997,33299.700000000004,33397.46666666667,33465.51666666667,0,1,1,0,0,0
2006-08-01,955.6,2704.2,10513.3,73.3,840.0,18804.5,2006,8,3,-0.8660254037844384,-0.5000000000000004,33890.899999999994,33694.2,32991.6,33799.799999999996,31060.299999999996,33599.46666666667,33412.65,33701.4,1,0,0,0,0,0
2006-09-01,964.2,2702.9,10439.0,73.3,841.2,18808.8,2006,9,3,-1.0,-1.8369701987210297e-16,33829.4,33890.899999999994,33213.3,33114.8,30791.1,33804.833333333336,33531.75,33954.59166666667,0,2,1,0,0,0
2006-10-01,1194.8,2991.3,10873.2,73.2,999.2,20194.3,2006,10,4,-0.8660254037844386,0.5000000000000001,36326.0,33829.4,33694.2,33571.100000000006,35869.6,34682.100000000006,33990.9,33992.625,2,0,0,1,0,0
2006-11-01,1099.9,2746.1,10557.1,73.2,928.9,18462.8,2006,11,4,-0.5000000000000004,0.8660254037844384,33868.0,36326.0,33890.899999999994,32991.6,31665.799999999996,34674.466666666674,34136.96666666667,34176.14166666667,0,2,2,0,0,0
2006-12-01,1060.6,2766.3,10871.9,73.2,899.0,20516.3,2006,12,4,-2.4492935982947064e-16,1.0,36187.299999999996,33868.0,33829.4,33213.3,32790.4,35460.43333333334,34632.63333333333,34459.21666666667,2,1,0,0,0,0
2007-01-01,1182.9,3125.0,11122.6,73.2,1039.6,20329.0,2007,1,1,0.49999999999999994,0.8660254037844387,36872.3,36187.299999999996,36326.0,33694.2,39024.2,35642.53333333334,35162.31666666666,34279.89166666667,1,3,2,0,0,0
2007-02-01,1250.5,3389.9,11518.3,73.2,1125.5,21111.8,2007,2,1,0.8660254037844386,0.5000000000000001,38469.2,36872.3,33868.0,33890.899999999994,33799.799999999996,37176.26666666667,35925.36666666667,34669.00833333333,3,1,1,0,1,0
2007-03-01,1154.5,3078.7,10996.8,73.1,1027.9,20128.7,2007,3,1,1.0,6.123233995736766e-17,36459.7,38469.2,36187.299999999996,33829.4,33114.8,37267.06666666667,36363.75,34947.75,1,0,3,0,0,0
2007-04-01,1109.2,3010.4,11079.6,73.1,975.0,21309.1,2007,4,2,0.8660254037844387,-0.4999999999999998,37556.4,36459.7,36872.3,36326.0,33571.100000000006,37495.100000000006,36568.816666666666,35279.85833333333,0,1,1,0,0,0
2007-05-01,1077.7,2916.8,10908.8,73.1,939.9,19993.6,2007,5,2,0.49999999999999994,-0.8660254037844387,35909.899999999994,37556.4,38469.2,33868.0,32991.6,36642.0,36909.13333333333,35523.049999999996,1,1,0,0,0,0
2007-06-01,1062.8,2927.1,10913.7,73.0,919.7,20474.6,2007,6,2,1.2246467991473532e-16,-1.0,36370.899999999994,35909.899999999994,36459.7,36187.299999999996,33213.3,36612.4,36939.73333333333,35786.18333333333,1,0,1,0,0,0
2007-07-01,1051.7,2952.5,11048.6,73.0,909.0,20739.4,2007,7,3,-0.4999999999999997,-0.8660254037844388,36774.200000000004,36370.899999999994,37556.4,36872.3,33694.2,36351.66666666667,36923.38333333333,36042.85,0,1,1,0,0,0
2007-08-01,1052.4,3013.5,11296.0,73.0,902.8,22074.1,2007,8,3,-0.8660254037844384,-0.5000000000000004,38411.8,36774.200000000004,35909.899999999994,38469.2,33890.899999999994,37185.63333333334,36913.816666666666,36419.59166666667,1,0,0,0,0,0
2007-09-01,1225.4,3195.2,11468.6,73.0,1018.7,22827.2,2007,9,3,-1.0,-1.8369701987210297e-16,39808.1,38411.8,36370.899999999994,36459.7,33829.4,38331.366666666676,37471.88333333334,36917.816666666666,0,3,1,0,0,0
2007-10-01,1287.9,3154.0,11327.2,73.0,1046.8,21019.4,2007,10,4,-0.8660254037844386,0.5000000000000001,37908.3,39808.1,36774.200000000004,37556.4,36326.0,38709.4,37530.53333333333,37049.674999999996,3,0,0,1,0,0
2007-11-01,1195.2,3054.4,11556.3,73.0,984.8,21944.0,2007,11,4,-0.5000000000000004,0.8660254037844384,38807.7,37908.3,38411.8,35909.899999999994,33868.0,38841.36666666667,38013.5,37461.316666666666,0,2,3,0,0,0
2007-12-01,1163.2,3075.3,11808.3,73.0,961.5,23267.2,2007,12,4,-2.4492935982947064e-16,1.0,40348.5,38807.7,39808.1,36370.899999999994,36187.299999999996,39021.5,38676.433333333334,37808.083333333336,2,1,0,0,0,0
2008-01-01,1392.9,3829.9,12894.0,73.0,1245.2,25755.4,2008,1,1,0.49999999999999994,0.8660254037844387,45190.4,40348.5,37908.3,36774.200000000004,36872.3,41448.866666666676,40079.13333333334,38501.25833333333,1,2,2,0,0,0
2008-02-01,1309.0,3594.4,13011.4,72.9,1162.7,24868.1,2008,2,1,0.8660254037844386,0.5000000000000001,44018.5,45190.4,38807.7,38411.8,38469.2,43185.80000000001,41013.583333333336,38963.700000000004,2,1,1,0,1,0
2008-03-01,1244.0,3413.5,12927.6,72.9,1087.7,24185.5,2008,3,1,1.0,6.123233995736766e-17,42931.2,44018.5,40348.5,39808.1,36459.7,44046.70000000001,41534.1,39502.99166666666,1,0,2,0,0,0
2008-04-01,1200.9,3310.7,12698.0,72.9,1041.8,23633.9,2008,4,2,0.8660254037844387,-0.4999999999999998,41958.2,42931.2,45190.4,37908.3,37556.4,42969.3,42209.083333333336,39869.808333333334,0,2,1,0,0,0
2008-05-01,1181.0,3279.3,12858.0,72.9,1018.6,24128.8,2008,5,2,0.49999999999999994,-0.8660254037844387,42538.6,41958.2,44018.5,38807.7,35909.899999999994,42476.0,42830.9,40422.2,2,1,0,0,0,0
2008-06-01,1169.5,3292.1,12923.2,72.9,1020.1,24509.7,2008,6,2,1.2246467991473532e-16,-1.0,42987.5,42538.6,42931.2,40348.5,36370.899999999994,42494.76666666667,43270.73333333333,40973.583333333336,1,0,2,0,0,0
2008-07-01,1159.9,3252.6,12840.5,72.8,1000.6,24022.0,2008,7,3,-0.4999999999999997,-0.8660254037844388,42348.4,42987.5,41958.2,45190.4,36774.200000000004,42624.833333333336,42797.066666666666,41438.1,0,1,1,0,0,0
2008-08-01,1165.7,3302.6,13095.0,72.8,997.5,26185.3,2008,8,3,-0.8660254037844384,-0.5000000000000004,44818.899999999994,42348.4,42538.6,44018.5,38411.8,43384.93333333334,42930.46666666667,41972.025,1,1,0,0,0,0
2008-09-01,1458.7,3637.0,13892.7,72.8,1188.7,29429.3,2008,9,3,-1.0,-1.8369701987210297e-16,49679.2,44818.899999999994,42987.5,42931.2,39808.1,45615.5,44055.13333333333,42794.61666666666,1,2,1,0,0,0
2008-10-01,1372.0,3389.3,13302.1,72.8,1122.8,25361.7,2008,10,4,-0.8660254037844386,0.5000000000000001,44620.700000000004,49679.2,42348.4,41958.2,37908.3,46372.93333333334,44498.88333333333,43353.98333333333,2,0,1,1,0,0
2008-11-01,1287.4,3293.8,13176.0,72.8,1066.6,25520.9,2008,11,4,-0.5000000000000004,0.8660254037844384,44417.5,44620.700000000004,44818.899999999994,42538.6,38807.7,46239.13333333334,44812.03333333333,43821.46666666667,0,3,2,0,0,0
2008-12-01,1259.2,3327.3,13626.7,72.8,1050.1,26711.1,2008,12,4,-2.4492935982947064e-16,1.0,46047.2,44417.5,49679.2,42987.5,40348.5,45028.466666666674,45321.98333333333,44296.35833333333,3,2,0,0,0,0
2009-01-01,1489.9,4117.2,14542.8,72.8,1300.7,29722.5,2009,1,1,0.49999999999999994,0.8660254037844387,51245.899999999994,46047.2,44620.700000000004,42348.4,45190.4,47236.86666666667,46804.899999999994,44800.98333333333,2,0,3,0,1,0
2009-02-01,1379.8,3706.6,13789.9,72.8,1198.7,26101.0,2009,2,1,0.8660254037844386,0.5000000000000001,46248.8,51245.899999999994,44417.5,44818.899999999994,44018.5,47847.299999999996,47043.21666666667,44986.84166666667,0,1,2,0,0,0
2009-03-01,1317.5,3560.6,13696.3,72.8,1130.5,25789.9,2009,3,1,1.0,6.123233995736766e-17,45567.600000000006,46248.8,46047.2,49679.2,42931.2,47687.43333333334,46357.950000000004,45206.541666666664,1,0,0,0,0,0
2009-04-01,1281.9,3523.6,13772.3,72.7,1094.6,25909.2,2009,4,2,0.8660254037844387,-0.4999999999999998,45654.3,45567.600000000006,51245.899999999994,44620.700000000004,41958.2,45823.56666666668,46530.21666666667,45514.549999999996,0,2,1,0,0,0
2009-05-01,1259.5,3487.2,13805.5,72.7,1072.1,26291.7,2009,5,2,0.49999999999999994,-0.8660254037844387,45988.7,45654.3,46248.8,44417.5,42538.6,45736.86666666667,46792.083333333336,45802.05833333334,2,1,0,0,0,0
2009-06-01,1246.1,3453.3,13861.1,72.7,1057.5,25992.5,2009,6,2,1.2246467991473532e-16,-1.0,45683.2,45988.7,45567.600000000006,46047.2,42987.5,45775.4,46731.416666666664,46026.700000000004,1,0,2,0,0,0
2009-07-01,1236.6,3481.6,13870.2,72.7,1047.3,26325.2,2009,7,3,-0.4999999999999997,-0.8660254037844388,46033.600000000006,45683.2,45654.3,51245.899999999994,42348.4,45901.83333333334,45862.700000000004,46333.799999999996,0,1,1,0,0,0
2009-08-01,1301.1,3565.3,14051.3,72.7,1087.8,28064.8,2009,8,3,-0.8660254037844384,-0.5000000000000004,48143.0,46033.600000000006,45988.7,46248.8,44818.899999999994,46619.93333333334,46178.4,46610.80833333333,1,3,0,0,0,0
2009-09-01,1525.8,3745.0,14078.5,72.7,1242.6,27208.5,2009,9,3,-1.0,-1.8369701987210297e-16,47873.1,48143.0,45683.2,45567.600000000006,49679.2,47349.9,46562.65,46460.299999999996,3,0,1,1,0,0
2009-10-01,1415.9,3551.0,13841.1,72.7,1157.3,26610.2,2009,10,4,-0.8660254037844386,0.5000000000000001,46648.2,47873.1,46033.600000000006,45654.3,44620.700000000004,47554.76666666667,46728.299999999996,46629.25833333333,0,1,3,0,0,0
2009-11-01,1349.5,3514.7,14175.7,72.7,1110.0,28184.3,2009,11,4,-0.5000000000000004,0.8660254037844384,48406.899999999994,46648.2,48143.0,45988.7,44417.5,47642.73333333334,47131.333333333336,46961.708333333336,1,2,0,0,0,0
2009-12-01,1316.1,3544.9,14409.6,72.7,1086.7,28598.5,2009,12,4,-2.4492935982947064e-16,1.0,49028.5,48406.899999999994,47873.1,45683.2,46047.2,48027.86666666667,47688.88333333333,47210.15,2,0,1,0,0,0
2010-01-01,1477.7,4193.1,15098.5,72.7,1301.9,30011.1,2010,1,1,0.49999999999999994,0.8660254037844387,52155.0,49028.5,46648.2,46033.600000000006,51245.899999999994,49863.466666666674,48709.11666666666,47285.90833333333,0,4,2,0,0,0
2010-02-01,1529.0,4378.9,15393.8,72.7,1349.7,30328.5,2010,2,1,0.8660254037844386,0.5000000000000001,53052.600000000006,52155.0,48406.899999999994,48143.0,46248.8,51412.03333333335,49527.38333333333,47852.89166666666,4,0,0,0,1,0
2010-03-01,1428.3,4019.0,14504.8,72.6,1230.7,28814.8,2010,3,1,1.0,6.123233995736766e-17,50070.2,53052.600000000006,49028.5,47873.1,45567.600000000006,51759.26666666667,49893.56666666667,48228.10833333334,0,0,4,0,0,0
2010-04-01,1380.5,3915.4,14234.6,72.6,1174.9,29126.1,2010,4,2,0.8660254037844387,-0.4999999999999998,49904.1,50070.2,52155.0,46648.2,45654.3,51008.966666666674,50436.21666666667,48582.25833333333,0,2,0,0,0,0
2010-05-01,1358.5,3902.6,14279.1,72.6,1149.2,30284.0,2010,5,2,0.49999999999999994,-0.8660254037844387,51046.0,49904.1,53052.600000000006,48406.899999999994,45988.7,50340.100000000006,50876.06666666667,49003.700000000004,2,1,0,0,0,0
2010-06-01,1339.2,3813.5,13909.7,72.6,1129.8,28913.9,2010,6,2,1.2246467991473532e-16,-1.0,49178.7,51046.0,50070.2,49028.5,45683.2,50042.93333333334,50901.1,49294.99166666667,1,0,2,0,0,0
2010-07-01,1331.0,3826.8,13835.7,72.6,1119.0,29369.9,2010,7,3,-0.4999999999999997,-0.8660254037844388,49555.0,49178.7,49904.1,52155.0,46033.600000000006,49926.56666666667,50467.76666666666,49588.44166666666,0,1,1,0,0,0
2010-08-01,1598.4,4180.8,14296.9,72.6,1335.1,32248.0,2010,8,3,-0.8660254037844384,-0.5000000000000004,53731.8,49555.0,51046.0,53052.600000000006,48143.0,50821.833333333336,50580.96666666667,50054.174999999996,1,3,0,0,0,0
2010-09-01,1570.9,3990.9,14118.5,72.6,1275.6,29369.1,2010,9,3,-1.0,-1.8369701987210297e-16,50397.6,53731.8,49178.7,50070.2,47873.1,51228.13333333334,50635.533333333326,50264.549999999996,3,0,1,1,0,0
2010-10-01,1471.6,3922.8,14251.7,72.6,1201.9,30714.6,2010,10,4,-0.8660254037844386,0.5000000000000001,51635.2,50397.6,49555.0,49904.1,46648.2,51921.53333333335,50924.049999999996,50680.13333333333,0,1,3,0,0,0
2010-11-01,1424.4,3877.5,14305.8,72.6,1170.2,29873.5,2010,11,4,-0.5000000000000004,0.8660254037844384,50724.0,51635.2,53731.8,51046.0,48406.899999999994,50918.93333333333,50870.38333333333,50873.225,1,2,0,0,0,0
2010-12-01,1402.3,3947.9,14655.6,72.6,1153.4,32308.2,2010,12,4,-2.4492935982947064e-16,1.0,53540.0,50724.0,50397.6,49178.7,49028.5,51966.4,51597.26666666666,51249.18333333333,2,0,1,0,0,0
2011-01-01,1654.9,4584.1,16494.4,72.6,1474.4,36921.4,2011,1,1,0.49999999999999994,0.8660254037844387,61201.8,53540.0,51635.2,49555.0,52155.0,55155.26666666667,53538.4,52003.083333333336,0,3,2,0,0,0
2011-02-01,1582.8,4337.8,15538.0,72.6,1371.6,32814.9,2011,2,1,0.8660254037844386,0.5000000000000001,55717.700000000004,61201.8,50724.0,53731.8,53052.600000000006,56819.83333333334,53869.38333333333,52225.174999999996,3,0,0,0,1,0
2011-03-01,1515.0,4161.6,15345.2,72.5,1286.9,31293.4,2011,3,1,1.0,6.123233995736766e-17,53674.600000000006,55717.700000000004,53540.0,50397.6,50070.2,56864.70000000001,54415.549999999996,52525.541666666664,0,0,3,0,0,0
2011-04-01,1482.6,4159.5,15605.8,72.5,1247.0,33031.2,2011,4,2,0.8660254037844387,-0.4999999999999998,55598.59999999999,53674.600000000006,61201.8,51635.2,49904.1,54996.966666666674,55076.11666666667,53000.083333333336,0,3,0,0,0,0
2011-05-01,1466.5,4123.5,15514.2,72.5,1223.3,32747.5,2011,5,2,0.49999999999999994,-0.8660254037844387,55147.5,55598.59999999999,55717.700000000004,50724.0,51046.0,54806.9,55813.36666666667,53341.875,3,1,0,0,0,0
2011-06-01,1456.3,4082.2,15537.0,72.5,1206.3,32051.6,2011,6,2,1.2246467991473532e-16,-1.0,54405.899999999994,55147.5,53674.600000000006,53540.0,49178.7,55050.666666666664,55957.68333333334,53777.475000000006,1,0,3,0,0,0
2011-07-01,1466.6,4122.6,15756.3,72.5,1204.4,33761.5,2011,7,3,-0.4999999999999997,-0.8660254037844388,56383.899999999994,54405.899999999994,55598.59999999999,61201.8,49555.0,55312.43333333334,55154.700000000004,54346.549999999996,0,1,1,0,0,0
2011-08-01,1821.6,4634.8,16808.6,72.5,1434.3,39001.6,2011,8,3,-0.8660254037844384,-0.5000000000000004,63773.399999999994,56383.899999999994,55147.5,55717.700000000004,53731.8,58187.73333333334,56497.31666666667,55183.35,1,2,0,1,0,0
2011-09-01,1714.8,4299.7,15905.8,72.5,1337.5,33598.2,2011,9,3,-1.0,-1.8369701987210297e-16,56928.5,63773.399999999994,54405.899999999994,53674.600000000006,50397.6,59028.600000000006,57039.63333333333,55727.59166666667,2,0,1,1,0,0
2011-10-01,1628.8,4278.8,16014.4,72.5,1278.7,33983.1,2011,10,4,-0.8660254037844386,0.5000000000000001,57256.3,56928.5,56383.899999999994,55598.59999999999,51635.2,59319.4,57315.916666666664,56196.01666666667,0,2,2,0,0,0
2011-11-01,1579.2,4250.3,16144.9,72.5,1246.4,33799.8,2011,11,4,-0.5000000000000004,0.8660254037844384,57093.100000000006,57256.3,63773.399999999994,55147.5,50724.0,57092.63333333334,57640.18333333333,56726.775,2,2,0,0,0,0
2011-12-01,1579.5,4370.2,16511.8,73.4,1251.3,35704.3,2011,12,4,-2.4492935982947064e-16,1.0,59490.5,57093.100000000006,56928.5,54405.899999999994,53540.0,57946.63333333334,58487.61666666666,57222.65,2,2,2,0,0,0
2012-01-01,1821.3,5193.8,17909.3,74.2,1504.6,37923.1,2012,1,1,0.49999999999999994,0.8660254037844387,64426.3,59490.5,57256.3,56383.899999999994,61201.8,60336.63333333334,59828.01666666667,57491.35833333334,2,2,2,0,1,0
2012-02-01,1702.2,4727.0,17168.6,74.2,1395.7,34096.2,2012,2,1,0.8660254037844386,0.5000000000000001,59163.899999999994,64426.3,57093.100000000006,63773.399999999994,55717.700000000004,61026.9,59059.76666666666,57778.541666666664,2,0,2,0,0,0
2012-03-01,1642.1,4613.5,17140.7,74.4,1333.3,34454.1,2012,3,1,1.0,6.123233995736766e-17,59258.09999999999,59163.899999999994,59490.5,56928.5,53674.600000000006,60949.43333333333,59448.033333333326,58243.83333333332,0,0,2,0,0,0
2012-04-01,1608.5,4582.4,17170.9,74.4,1300.6,36070.6,2012,4,2,0.8660254037844387,-0.4999999999999998,60807.4,59258.09999999999,64426.3,57256.3,55598.59999999999,59743.13333333334,60039.88333333333,58677.899999999994,0,2,0,0,0,0
2012-05-01,1586.9,4522.9,17266.4,74.7,1281.4,35438.7,2012,5,2,0.49999999999999994,-0.8660254037844387,60171.0,60807.4,59163.899999999994,57093.100000000006,55147.5,60078.833333333336,60552.86666666667,59096.524999999994,2,1,0,0,0,0
2012-06-01,1575.8,4538.0,17312.5,74.7,1268.3,36220.4,2012,6,2,1.2246467991473532e-16,-1.0,60989.700000000004,60171.0,59258.09999999999,59490.5,54405.899999999994,60656.03333333333,60802.73333333334,59645.174999999996,1,0,2,0,0,0
2012-07-01,1850.3,4800.1,17708.4,406.1,1458.9,36265.6,2012,7,3,-0.4999999999999997,-0.8660254037844388,62489.4,60989.700000000004,60807.4,64426.3,56383.899999999994,61216.70000000001,60479.916666666664,60153.966666666674,0,4,1,0,0,0
2012-08-01,1999.5,4953.4,17848.1,506.7,1568.0,36754.3,2012,8,3,-0.8660254037844384,-0.5000000000000004,63630.0,62489.4,60171.0,59163.899999999994,63773.399999999994,62369.70000000001,61224.26666666666,60142.01666666666,4,2,0,1,0,0
2012-09-01,1874.6,4697.9,17563.7,498.0,1486.4,35772.6,2012,9,3,-1.0,-1.8369701987210297e-16,61893.2,63630.0,60989.700000000004,59258.09999999999,56928.5,62670.86666666667,61663.450000000004,60555.74166666667,2,1,4,0,0,0
2012-10-01,1788.0,4604.0,17589.9,488.5,1429.2,35460.6,2012,10,4,-0.8660254037844386,0.5000000000000001,61360.200000000004,61893.2,62489.4,60807.4,57256.3,62294.466666666674,61755.583333333336,60897.73333333333,1,1,2,0,0,0
2012-11-01,1748.7,4563.9,17647.4,518.3,1404.0,35621.7,2012,11,4,-0.5000000000000004,0.8660254037844384,61504.0,61360.200000000004,63630.0,60171.0,57093.100000000006,61585.80000000001,61977.75,61265.30833333333,1,1,1,0,0,0
2012-12-01,1728.3,4571.3,18506.0,761.8,1390.9,37659.4,2012,12,4,-2.4492935982947064e-16,1.0,64617.7,61504.0,61893.2,60989.700000000004,59490.5,62493.966666666674,62582.416666666664,61692.575000000004,1,1,1,0,0,0
2013-01-01,2002.0,5304.1,21658.1,1464.5,1732.3,38336.3,2013,1,1,0.49999999999999994,0.8660254037844387,70497.3,64617.7,61360.200000000004,62489.4,64426.3,65539.66666666667,63917.06666666666,62198.49166666666,1,3,1,0,0,0
2013-02-01,1927.3,4983.7,22395.6,1451.0,1663.8,36121.1,2013,2,1,0.8660254037844386,0.5000000000000001,68542.5,70497.3,61504.0,63630.0,59163.899999999994,67885.83333333333,64735.81666666667,62980.041666666664,3,0,1,0,1,0
2013-03-01,1835.5,4676.4,22680.4,1488.9,1560.4,35587.8,2013,3,1,1.0,6.123233995736766e-17,67829.4,68542.5,64617.7,61893.2,59258.09999999999,68956.40000000001,65725.18333333333,63694.31666666667,0,0,3,0,0,0
2013-04-01,1791.2,4514.6,23341.2,1494.1,1504.7,35487.9,2013,4,2,0.8660254037844387,-0.4999999999999998,68133.7,67829.4,70497.3,61360.200000000004,60807.4,68168.53333333333,66854.09999999999,64304.84166666667,0,2,0,0,0,0
2013-05-01,1763.8,4415.4,23392.6,1504.2,1474.1,35086.3,2013,5,2,0.49999999999999994,-0.8660254037844387,67636.4,68133.7,68542.5,61504.0,60171.0,67866.5,67876.16666666667,64926.958333333336,2,1,0,0,0,0
2013-06-01,1770.1,4357.1,23521.8,1515.0,1468.0,34581.7,2013,6,2,1.2246467991473532e-16,-1.0,67213.7,67636.4,67829.4,64617.7,60989.700000000004,67661.26666666666,68308.83333333333,65445.625,1,0,2,0,0,0
2013-07-01,2174.7,4691.0,24315.9,1645.6,1742.2,35665.1,2013,7,3,-0.4999999999999997,-0.8660254037844388,70234.5,67213.7,68133.7,70497.3,62489.4,68361.53333333333,68265.03333333333,66091.05,0,3,1,0,0,0
2013-08-01,2091.7,4484.0,24472.6,1595.1,1655.7,34223.4,2013,8,3,-0.8660254037844384,-0.5000000000000004,68522.5,70234.5,67636.4,68542.5,63630.0,68656.90000000001,68261.7,66498.75833333335,3,1,0,1,0,0
2013-09-01,1953.3,4313.1,24414.9,1541.9,1549.9,34184.9,2013,9,3,-1.0,-1.8369701987210297e-16,67958.0,68522.5,67213.7,67829.4,61893.2,68905.0,68283.13333333332,67004.15833333333,1,1,3,0,0,0
2013-10-01,1880.4,4238.2,24341.2,1495.8,1498.5,33073.9,2013,10,4,-0.8660254037844386,0.5000000000000001,66528.0,67958.0,70234.5,68133.7,61360.200000000004,67669.5,68015.51666666666,67434.80833333333,1,1,1,0,0,0
