date,denomination_code,denomination,denomination_value,actual_value_rm_million,actual_quantity_million_notes,data_split
2018-08-01,note_100,RM100,100,44234.2,442.342,Train
2018-09-01,note_100,RM100,100,43617.2,436.17199999999997,Train
2018-10-01,note_100,RM100,100,43070.7,430.707,Train
2018-11-01,note_100,RM100,100,43561.2,435.61199999999997,Train
2018-12-01,note_100,RM100,100,44434.1,444.341,Train
2019-01-01,note_100,RM100,100,47418.1,474.181,Train
2019-02-01,note_100,RM100,100,45703.8,457.038,Train
2019-03-01,note_100,RM100,100,45354.1,453.541,Train
2019-04-01,note_100,RM100,100,45650.4,456.504,Train
2019-05-01,note_100,RM100,100,47399.0,473.99,Train
2019-06-01,note_100,RM100,100,46148.0,461.48,Train
2019-07-01,note_100,RM100,100,46071.1,460.711,Train
2019-08-01,note_100,RM100,100,46466.6,464.666,Train
2019-09-01,note_100,RM100,100,46515.9,465.159,Train
2019-10-01,note_100,RM100,100,46971.5,469.715,Train
2019-11-01,note_100,RM100,100,47386.8,473.86800000000005,Train
2019-12-01,note_100,RM100,100,48544.3,485.44300000000004,Train
2020-01-01,note_100,RM100,100,50100.2,501.00199999999995,Train
2020-02-01,note_100,RM100,100,48775.0,487.75,Train
2020-03-01,note_100,RM100,100,49771.5,497.715,Train
2020-04-01,note_100,RM100,100,51188.0,511.88,Train
2020-05-01,note_100,RM100,100,53214.4,532.144,Train
2020-06-01,note_100,RM100,100,52951.6,529.516,Train
2020-07-01,note_100,RM100,100,54131.4,541.314,Train
2020-08-01,note_100,RM100,100,54378.3,543.783,Train
2020-09-01,note_100,RM100,100,54875.6,548.756,Train
2020-10-01,note_100,RM100,100,55250.2,552.502,Train
2020-11-01,note_100,RM100,100,55077.8,550.778,Train
2020-12-01,note_100,RM100,100,55421.100725,554.21100725,Train
2021-01-01,note_100,RM100,100,56100.968375,561.00968375,Train
2021-02-01,note_100,RM100,100,56190.577925,561.90577925,Test
2021-03-01,note_100,RM100,100,55789.976975,557.89976975,Test
2021-04-01,note_100,RM100,100,55874.937075,558.74937075,Test
2021-05-01,note_100,RM100,100,55675.315575,556.75315575,Test
2021-06-01,note_100,RM100,100,55341.083625,553.41083625,Test
2021-07-01,note_100,RM100,100,55600.351725,556.00351725,Test
2021-08-01,note_100,RM100,100,56064.855175,560.64855175,Test
2021-09-01,note_100,RM100,100,56465.700525,564.65700525,Test
2021-10-01,note_100,RM100,100,57186.186925,571.86186925,Test
2021-11-01,note_100,RM100,100,57619.349325,576.1934932500001,Test
2021-12-01,note_100,RM100,100,58697.027275,586.97027275,Test
2022-01-01,note_100,RM100,100,60914.775025,609.1477502500001,Test
2022-02-01,note_100,RM100,100,60567.783875,605.67783875,Test
2022-03-01,note_100,RM100,100,60746.97405,607.4697405,Test
2022-04-01,note_100,RM100,100,64286.8422,642.868422,Test
2022-05-01,note_100,RM100,100,63977.48115,639.7748114999999,Test
2022-06-01,note_100,RM100,100,64448.42875,644.4842874999999,Test
2022-07-01,note_100,RM100,100,64707.64125,647.0764125000001,Test
2022-08-01,note_100,RM100,100,65214.6334,652.146334,Test
2022-09-01,note_100,RM100,100,65663.0437,656.6304369999999,Test
2022-10-01,note_100,RM100,100,66833.00835,668.3300835,Test
2022-11-01,note_100,RM100,100,67909.9995,679.099995,Test
2022-12-01,note_100,RM100,100,68864.2238,688.642238,Test
2023-01-01,note_100,RM100,100,70600.14335,706.0014335,Test
2023-02-01,note_100,RM100,100,68820.3338,688.2033379999999,Test
2023-03-01,note_100,RM100,100,68965.4881,689.654881,Test
2023-04-01,note_100,RM100,100,70125.69335,701.2569335000001,Test
2023-05-01,note_100,RM100,100,69001.82625,690.0182625,Test
2023-06-01,note_100,RM100,100,69827.05075,698.2705074999999,Test
2023-07-01,note_100,RM100,100,69755.6866,697.556866,Test
2023-08-01,note_100,RM100,100,70026.0441,700.260441,Test
2023-09-01,note_100,RM100,100,70231.32715,702.3132714999999,Test
2023-10-01,note_100,RM100,100,70589.81095,705.8981095,Test
2023-11-01,note_100,RM100,100,71187.89835,711.8789835,Test
2023-12-01,note_100,RM100,100,72345.3796,723.453796,Test
2024-01-01,note_100,RM100,100,74512.58595,745.1258594999999,Test
2024-02-01,note_100,RM100,100,75090.48425,750.9048425,Test
2024-03-01,note_100,RM100,100,74918.3598,749.1835980000001,Test
2024-04-01,note_100,RM100,100,74451.0135,744.510135,Test
2024-05-01,note_100,RM100,100,74604.4873,746.0448729999999,Test
2024-06-01,note_100,RM100,100,75309.56745,753.0956745,Test
2024-07-01,note_100,RM100,100,75185.92355,751.8592355000001,Test
2024-08-01,note_100,RM100,100,75489.1039,754.891039,Test
2024-09-01,note_100,RM100,100,75674.5579,756.745579,Test
2024-10-01,note_100,RM100,100,76031.7128,760.3171279999999,Test
2024-11-01,note_100,RM100,100,76447.51985,764.4751984999999,Test
2024-12-01,note_100,RM100,100,78549.52965,785.4952965,Test
2025-01-01,note_100,RM100,100,81008.8851,810.088851,Test
2025-02-01,note_100,RM100,100,79939.96695,799.3996695000001,Test
2025-03-01,note_100,RM100,100,81349.82945,813.4982945,Test
2025-04-01,note_100,RM100,100,80118.70615,801.1870615,Test
2025-05-01,note_100,RM100,100,80078.54775,800.7854775,Test
2025-06-01,note_100,RM100,100,80207.7731,802.0777310000001,Test
2025-07-01,note_100,RM100,100,80727.15225,807.2715225,Test
2025-08-01,note_100,RM100,100,81351.1581,813.511581,Test
2025-09-01,note_100,RM100,100,81470.1778,814.7017780000001,Test
2025-10-01,note_100,RM100,100,82620.54945,826.2054945000001,Test
2025-11-01,note_100,RM100,100,82934.2465,829.342465,Test
2025-12-01,note_100,RM100,100,84504.34095,845.0434094999999,Test
2026-01-01,note_100,RM100,100,86348.4185,863.484185,Test
2026-02-01,note_100,RM100,100,87760.3863,877.6038629999999,Test
