date,denomination_code,denomination,denomination_value,actual_value_rm_million,actual_quantity_million_notes,data_split
2005-10-01,note_50,RM50,50,20587.2,411.744,Train
2005-11-01,note_50,RM50,50,17168.1,343.36199999999997,Train
2005-12-01,note_50,RM50,50,18152.8,363.056,Train
2006-01-01,note_50,RM50,50,21756.4,435.12800000000004,Train
2006-02-01,note_50,RM50,50,18196.6,363.93199999999996,Train
2006-03-01,note_50,RM50,50,18037.6,360.75199999999995,Train
2006-04-01,note_50,RM50,50,18461.5,369.23,Train
2006-05-01,note_50,RM50,50,17978.9,359.57800000000003,Train
2006-06-01,note_50,RM50,50,18256.5,365.13,Train
2006-07-01,note_50,RM50,50,18676.2,373.524,Train
2006-08-01,note_50,RM50,50,18804.5,376.09,Train
2006-09-01,note_50,RM50,50,18808.8,376.176,Train
2006-10-01,note_50,RM50,50,20194.3,403.88599999999997,Train
2006-11-01,note_50,RM50,50,18462.8,369.256,Train
2006-12-01,note_50,RM50,50,20516.3,410.32599999999996,Train
2007-01-01,note_50,RM50,50,20329.0,406.58,Train
2007-02-01,note_50,RM50,50,21111.8,422.236,Train
2007-03-01,note_50,RM50,50,20128.7,402.574,Train
2007-04-01,note_50,RM50,50,21309.1,426.18199999999996,Train
2007-05-01,note_50,RM50,50,19993.6,399.87199999999996,Train
2007-06-01,note_50,RM50,50,20474.6,409.49199999999996,Train
2007-07-01,note_50,RM50,50,20739.4,414.788,Train
2007-08-01,note_50,RM50,50,22074.1,441.48199999999997,Train
2007-09-01,note_50,RM50,50,22827.2,456.54400000000004,Train
2007-10-01,note_50,RM50,50,21019.4,420.38800000000003,Train
2007-11-01,note_50,RM50,50,21944.0,438.88,Train
2007-12-01,note_50,RM50,50,23267.2,465.344,Train
2008-01-01,note_50,RM50,50,25755.4,515.1080000000001,Train
2008-02-01,note_50,RM50,50,24868.1,497.36199999999997,Train
2008-03-01,note_50,RM50,50,24185.5,483.71,Train
2008-04-01,note_50,RM50,50,23633.9,472.67800000000005,Train
2008-05-01,note_50,RM50,50,24128.8,482.57599999999996,Train
2008-06-01,note_50,RM50,50,24509.7,490.194,Train
2008-07-01,note_50,RM50,50,24022.0,480.44,Train
2008-08-01,note_50,RM50,50,26185.3,523.706,Train
2008-09-01,note_50,RM50,50,29429.3,588.586,Train
2008-10-01,note_50,RM50,50,25361.7,507.23400000000004,Train
2008-11-01,note_50,RM50,50,25520.9,510.418,Train
2008-12-01,note_50,RM50,50,26711.1,534.222,Train
2009-01-01,note_50,RM50,50,29722.5,594.45,Train
2009-02-01,note_50,RM50,50,26101.0,522.02,Train
2009-03-01,note_50,RM50,50,25789.9,515.798,Train
2009-04-01,note_50,RM50,50,25909.2,518.184,Train
2009-05-01,note_50,RM50,50,26291.7,525.8340000000001,Train
2009-06-01,note_50,RM50,50,25992.5,519.85,Train
2009-07-01,note_50,RM50,50,26325.2,526.504,Train
2009-08-01,note_50,RM50,50,28064.8,561.2959999999999,Train
2009-09-01,note_50,RM50,50,27208.5,544.17,Train
2009-10-01,note_50,RM50,50,26610.2,532.2040000000001,Train
2009-11-01,note_50,RM50,50,28184.3,563.686,Train
2009-12-01,note_50,RM50,50,28598.5,571.97,Train
2010-01-01,note_50,RM50,50,30011.1,600.222,Train
2010-02-01,note_50,RM50,50,30328.5,606.57,Train
2010-03-01,note_50,RM50,50,28814.8,576.2959999999999,Train
2010-04-01,note_50,RM50,50,29126.1,582.5219999999999,Train
2010-05-01,note_50,RM50,50,30284.0,605.68,Train
2010-06-01,note_50,RM50,50,28913.9,578.278,Train
2010-07-01,note_50,RM50,50,29369.9,587.398,Train
2010-08-01,note_50,RM50,50,32248.0,644.96,Train
2010-09-01,note_50,RM50,50,29369.1,587.382,Train
2010-10-01,note_50,RM50,50,30714.6,614.2919999999999,Train
2010-11-01,note_50,RM50,50,29873.5,597.47,Train
2010-12-01,note_50,RM50,50,32308.2,646.164,Train
2011-01-01,note_50,RM50,50,36921.4,738.428,Train
2011-02-01,note_50,RM50,50,32814.9,656.298,Train
2011-03-01,note_50,RM50,50,31293.4,625.868,Train
2011-04-01,note_50,RM50,50,33031.2,660.6239999999999,Train
2011-05-01,note_50,RM50,50,32747.5,654.95,Train
2011-06-01,note_50,RM50,50,32051.6,641.0319999999999,Train
2011-07-01,note_50,RM50,50,33761.5,675.23,Train
2011-08-01,note_50,RM50,50,39001.6,780.0319999999999,Train
2011-09-01,note_50,RM50,50,33598.2,671.9639999999999,Train
2011-10-01,note_50,RM50,50,33983.1,679.6619999999999,Train
2011-11-01,note_50,RM50,50,33799.8,675.9960000000001,Train
2011-12-01,note_50,RM50,50,35704.3,714.086,Train
2012-01-01,note_50,RM50,50,37923.1,758.462,Train
2012-02-01,note_50,RM50,50,34096.2,681.924,Train
2012-03-01,note_50,RM50,50,34454.1,689.082,Train
2012-04-01,note_50,RM50,50,36070.6,721.4119999999999,Train
2012-05-01,note_50,RM50,50,35438.7,708.7739999999999,Train
2012-06-01,note_50,RM50,50,36220.4,724.408,Train
2012-07-01,note_50,RM50,50,36265.6,725.312,Train
2012-08-01,note_50,RM50,50,36754.3,735.086,Train
2012-09-01,note_50,RM50,50,35772.6,715.452,Train
2012-10-01,note_50,RM50,50,35460.6,709.212,Train
2012-11-01,note_50,RM50,50,35621.7,712.434,Train
2012-12-01,note_50,RM50,50,37659.4,753.188,Train
2013-01-01,note_50,RM50,50,38336.3,766.7260000000001,Train
2013-02-01,note_50,RM50,50,36121.1,722.422,Train
2013-03-01,note_50,RM50,50,35587.8,711.7560000000001,Train
2013-04-01,note_50,RM50,50,35487.9,709.758,Train
2013-05-01,note_50,RM50,50,35086.3,701.7260000000001,Train
2013-06-01,note_50,RM50,50,34581.7,691.6339999999999,Train
2013-07-01,note_50,RM50,50,35665.1,713.302,Train
2013-08-01,note_50,RM50,50,34223.4,684.4680000000001,Train
2013-09-01,note_50,RM50,50,34184.9,683.698,Train
2013-10-01,note_50,RM50,50,33073.9,661.4780000000001,Train
2013-11-01,note_50,RM50,50,34236.6,684.732,Train
2013-12-01,note_50,RM50,50,35277.0,705.54,Train
2014-01-01,note_50,RM50,50,39756.5,795.13,Train
2014-02-01,note_50,RM50,50,36246.6,724.932,Train
2014-03-01,note_50,RM50,50,35770.9,715.418,Train
2014-04-01,note_50,RM50,50,35189.7,703.794,Train
2014-05-01,note_50,RM50,50,35222.8,704.456,Train
2014-06-01,note_50,RM50,50,35439.2,708.784,Train
2014-07-01,note_50,RM50,50,37542.8,750.8560000000001,Train
2014-08-01,note_50,RM50,50,35412.5,708.25,Train
2014-09-01,note_50,RM50,50,34701.1,694.0219999999999,Train
2014-10-01,note_50,RM50,50,34414.9,688.298,Train
2014-11-01,note_50,RM50,50,35248.0,704.96,Train
2014-12-01,note_50,RM50,50,36376.0,727.52,Train
2015-01-01,note_50,RM50,50,38265.6,765.312,Train
2015-02-01,note_50,RM50,50,39015.1,780.302,Train
2015-03-01,note_50,RM50,50,37252.6,745.052,Train
2015-04-01,note_50,RM50,50,38311.2,766.2239999999999,Train
2015-05-01,note_50,RM50,50,37722.8,754.456,Train
2015-06-01,note_50,RM50,50,38273.8,765.4760000000001,Train
2015-07-01,note_50,RM50,50,38047.6,760.952,Train
2015-08-01,note_50,RM50,50,38859.5,777.19,Train
2015-09-01,note_50,RM50,50,38698.1,773.962,Train
2015-10-01,note_50,RM50,50,38436.2,768.7239999999999,Train
2015-11-01,note_50,RM50,50,38978.8,779.576,Train
2015-12-01,note_50,RM50,50,40571.4,811.428,Train
2016-01-01,note_50,RM50,50,42341.0,846.82,Train
2016-02-01,note_50,RM50,50,40863.8,817.2760000000001,Train
2016-03-01,note_50,RM50,50,38990.2,779.804,Train
2016-04-01,note_50,RM50,50,39916.5,798.33,Train
2016-05-01,note_50,RM50,50,39991.0,799.82,Train
2016-06-01,note_50,RM50,50,41512.3,830.2460000000001,Train
2016-07-01,note_50,RM50,50,40287.3,805.7460000000001,Train
2016-08-01,note_50,RM50,50,40169.6,803.3919999999999,Train
2016-09-01,note_50,RM50,50,40646.8,812.936,Train
2016-10-01,note_50,RM50,50,40691.6,813.832,Train
2016-11-01,note_50,RM50,50,40522.0,810.44,Train
2016-12-01,note_50,RM50,50,43407.0,868.14,Train
2017-01-01,note_50,RM50,50,46895.8,937.916,Train
2017-02-01,note_50,RM50,50,43687.5,873.75,Train
2017-03-01,note_50,RM50,50,43415.0,868.3,Train
2017-04-01,note_50,RM50,50,43904.5,878.09,Train
2017-05-01,note_50,RM50,50,44026.2,880.5239999999999,Train
2017-06-01,note_50,RM50,50,46357.8,927.1560000000001,Train
2017-07-01,note_50,RM50,50,43294.7,865.8939999999999,Train
2017-08-01,note_50,RM50,50,45015.0,900.3,Train
2017-09-01,note_50,RM50,50,43671.6,873.432,Train
2017-10-01,note_50,RM50,50,43190.4,863.808,Train
2017-11-01,note_50,RM50,50,44225.1,884.502,Train
2017-12-01,note_50,RM50,50,44812.6,896.252,Train
2018-01-01,note_50,RM50,50,46555.9,931.118,Train
2018-02-01,note_50,RM50,50,46074.4,921.488,Train
2018-03-01,note_50,RM50,50,45209.3,904.186,Train
2018-04-01,note_50,RM50,50,45788.7,915.7739999999999,Train
2018-05-01,note_50,RM50,50,46796.7,935.934,Train
2018-06-01,note_50,RM50,50,46118.8,922.3760000000001,Train
2018-07-01,note_50,RM50,50,43809.9,876.198,Train
2018-08-01,note_50,RM50,50,44337.7,886.7539999999999,Train
2018-09-01,note_50,RM50,50,43638.1,872.762,Train
2018-10-01,note_50,RM50,50,43595.2,871.904,Train
2018-11-01,note_50,RM50,50,43751.9,875.038,Train
2018-12-01,note_50,RM50,50,45365.3,907.306,Train
2019-01-01,note_50,RM50,50,47723.1,954.462,Train
2019-02-01,note_50,RM50,50,45370.2,907.404,Train
2019-03-01,note_50,RM50,50,45124.3,902.4860000000001,Train
2019-04-01,note_50,RM50,50,45456.2,909.1239999999999,Train
2019-05-01,note_50,RM50,50,48147.6,962.952,Train
2019-06-01,note_50,RM50,50,45512.8,910.2560000000001,Train
2019-07-01,note_50,RM50,50,45268.8,905.3760000000001,Train
2019-08-01,note_50,RM50,50,45198.7,903.9739999999999,Train
2019-09-01,note_50,RM50,50,45076.1,901.5219999999999,Train
2019-10-01,note_50,RM50,50,45602.6,912.052,Train
2019-11-01,note_50,RM50,50,45724.8,914.4960000000001,Train
2019-12-01,note_50,RM50,50,47424.3,948.4860000000001,Train
2020-01-01,note_50,RM50,50,49179.5,983.59,Train
2020-02-01,note_50,RM50,50,46970.3,939.4060000000001,Train
2020-03-01,note_50,RM50,50,47937.4,958.748,Train
2020-04-01,note_50,RM50,50,50847.9,1016.9580000000001,Train
2020-05-01,note_50,RM50,50,54430.8,1088.616,Train
2020-06-01,note_50,RM50,50,52757.8,1055.156,Train
2020-07-01,note_50,RM50,50,54049.4,1080.988,Train
2020-08-01,note_50,RM50,50,53312.6,1066.252,Train
2020-09-01,note_50,RM50,50,52604.6,1052.0919999999999,Train
2020-10-01,note_50,RM50,50,53931.3,1078.626,Train
2020-11-01,note_50,RM50,50,54154.8,1083.096,Train
2020-12-01,note_50,RM50,50,56027.747425,1120.5549485000001,Train
2021-01-01,note_50,RM50,50,61017.682975,1220.3536595,Train
2021-02-01,note_50,RM50,50,62524.219875,1250.4843975000001,Test
2021-03-01,note_50,RM50,50,63501.245425,1270.0249085,Test
2021-04-01,note_50,RM50,50,65557.5046,1311.150092,Test
2021-05-01,note_50,RM50,50,66160.1593,1323.203186,Test
2021-06-01,note_50,RM50,50,65362.572,1307.25144,Test
2021-07-01,note_50,RM50,50,66535.27805,1330.7055609999998,Test
2021-08-01,note_50,RM50,50,67528.902925,1350.5780585,Test
2021-09-01,note_50,RM50,50,68567.81265,1371.3562530000002,Test
2021-10-01,note_50,RM50,50,69390.046025,1387.8009205,Test
2021-11-01,note_50,RM50,50,69055.268275,1381.1053654999998,Test
2021-12-01,note_50,RM50,50,70550.155125,1411.0031025,Test
2022-01-01,note_50,RM50,50,72883.797725,1457.6759545,Test
2022-02-01,note_50,RM50,50,70169.5812,1403.391624,Test
2022-03-01,note_50,RM50,50,69735.686725,1394.7137345,Test
2022-04-01,note_50,RM50,50,78008.8334,1560.176668,Test
2022-05-01,note_50,RM50,50,74151.031725,1483.0206345,Test
2022-06-01,note_50,RM50,50,72526.793825,1450.5358765,Test
2022-07-01,note_50,RM50,50,71209.298925,1424.1859785,Test
2022-08-01,note_50,RM50,50,70650.00215,1413.000043,Test
2022-09-01,note_50,RM50,50,69954.733025,1399.0946605,Test
2022-10-01,note_50,RM50,50,69939.5144,1398.790288,Test
2022-11-01,note_50,RM50,50,69677.643325,1393.5528665,Test
2022-12-01,note_50,RM50,50,71074.59975,1421.4919949999999,Test
2023-01-01,note_50,RM50,50,72679.8847,1453.5976939999998,Test
2023-02-01,note_50,RM50,50,68584.9783,1371.699566,Test
2023-03-01,note_50,RM50,50,69031.57565,1380.631513,Test
2023-04-01,note_50,RM50,50,71599.928525,1431.9985705,Test
2023-05-01,note_50,RM50,50,67469.1893,1349.3837859999999,Test
2023-06-01,note_50,RM50,50,67954.151275,1359.0830254999998,Test
2023-07-01,note_50,RM50,50,66806.8621,1336.137242,Test
2023-08-01,note_50,RM50,50,66476.65415,1329.533083,Test
2023-09-01,note_50,RM50,50,66598.600825,1331.9720165,Test
2023-10-01,note_50,RM50,50,66344.389775,1326.8877955,Test
2023-11-01,note_50,RM50,50,66189.390775,1323.7878155,Test
2023-12-01,note_50,RM50,50,67668.02185,1353.360437,Test
2024-01-01,note_50,RM50,50,69037.047,1380.7409400000001,Test
2024-02-01,note_50,RM50,50,69442.71655,1388.854331,Test
2024-03-01,note_50,RM50,50,69586.5102,1391.7302040000002,Test
2024-04-01,note_50,RM50,50,68237.70795,1364.7541589999998,Test
2024-05-01,note_50,RM50,50,67839.466475,1356.7893295,Test
2024-06-01,note_50,RM50,50,68208.4802,1364.1696040000002,Test
2024-07-01,note_50,RM50,50,67303.8575,1346.07715,Test
2024-08-01,note_50,RM50,50,67374.776325,1347.4955264999999,Test
2024-09-01,note_50,RM50,50,67275.8098,1345.516196,Test
2024-10-01,note_50,RM50,50,66997.834175,1339.9566834999998,Test
2024-11-01,note_50,RM50,50,66858.54425,1337.1708850000002,Test
2024-12-01,note_50,RM50,50,69193.5498,1383.8709959999999,Test
2025-01-01,note_50,RM50,50,72501.209875,1450.0241975,Test
2025-02-01,note_50,RM50,50,69872.399175,1397.4479835,Test
2025-03-01,note_50,RM50,50,71673.508125,1433.4701624999998,Test
2025-04-01,note_50,RM50,50,68913.75035,1378.275007,Test
2025-05-01,note_50,RM50,50,68174.5496,1363.490992,Test
2025-06-01,note_50,RM50,50,67291.029175,1345.8205835,Test
2025-07-01,note_50,RM50,50,67075.795925,1341.5159185,Test
2025-08-01,note_50,RM50,50,67461.628025,1349.2325604999999,Test
2025-09-01,note_50,RM50,50,67094.934575,1341.8986915,Test
2025-10-01,note_50,RM50,50,67957.8299,1359.156598,Test
2025-11-01,note_50,RM50,50,67407.160175,1348.1432035,Test
2025-12-01,note_50,RM50,50,69060.76385,1381.215277,Test
2026-01-01,note_50,RM50,50,70449.445525,1408.9889105,Test
2026-02-01,note_50,RM50,50,72273.7951,1445.4759020000001,Test
2001-01-01,note_100,RM100,100,8376.3,83.76299999999999,Train
2001-02-01,note_100,RM100,100,7557.5,75.575,Train
2001-03-01,note_100,RM100,100,7404.4,74.044,Train
2001-04-01,note_100,RM100,100,7402.8,74.028,Train
2001-05-01,note_100,RM100,100,7444.5,74.445,Train
2001-06-01,note_100,RM100,100,7307.8,73.078,Train
2001-07-01,note_100,RM100,100,7308.1,73.081,Train
2001-08-01,note_100,RM100,100,7460.3,74.60300000000001,Train
2001-09-01,note_100,RM100,100,7489.3,74.893,Train
2001-10-01,note_100,RM100,100,7402.0,74.02,Train
2001-11-01,note_100,RM100,100,7482.6,74.82600000000001,Train
2001-12-01,note_100,RM100,100,7618.4,76.184,Train
2002-01-01,note_100,RM100,100,8069.6,80.696,Train
2002-02-01,note_100,RM100,100,7979.5,79.795,Train
2002-03-01,note_100,RM100,100,7703.2,77.032,Train
2002-04-01,note_100,RM100,100,7741.1,77.411,Train
2002-05-01,note_100,RM100,100,7834.8,78.348,Train
2002-06-01,note_100,RM100,100,7748.4,77.484,Train
2002-07-01,note_100,RM100,100,7713.3,77.133,Train
2002-08-01,note_100,RM100,100,7724.4,77.244,Train
2002-09-01,note_100,RM100,100,7711.6,77.116,Train
2002-10-01,note_100,RM100,100,7739.3,77.393,Train
2002-11-01,note_100,RM100,100,8043.9,80.439,Train
2002-12-01,note_100,RM100,100,8143.8,81.438,Train
2003-01-01,note_100,RM100,100,9439.2,94.39200000000001,Train
2003-02-01,note_100,RM100,100,8367.1,83.671,Train
2003-03-01,note_100,RM100,100,8229.8,82.29799999999999,Train
2003-04-01,note_100,RM100,100,8193.8,81.93799999999999,Train
2003-05-01,note_100,RM100,100,8379.4,83.794,Train
2003-06-01,note_100,RM100,100,8310.6,83.10600000000001,Train
2003-07-01,note_100,RM100,100,8274.9,82.749,Train
2003-08-01,note_100,RM100,100,8397.0,83.97,Train
2003-09-01,note_100,RM100,100,8439.0,84.39,Train
2003-10-01,note_100,RM100,100,8494.8,84.948,Train
2003-11-01,note_100,RM100,100,8981.7,89.81700000000001,Train
2003-12-01,note_100,RM100,100,8854.9,88.54899999999999,Train
2004-01-01,note_100,RM100,100,9694.2,96.94200000000001,Train
2004-02-01,note_100,RM100,100,9154.3,91.54299999999999,Train
2004-03-01,note_100,RM100,100,9369.4,93.694,Train
2004-04-01,note_100,RM100,100,9339.4,93.39399999999999,Train
2004-05-01,note_100,RM100,100,9186.5,91.865,Train
2004-06-01,note_100,RM100,100,9092.7,90.927,Train
2004-07-01,note_100,RM100,100,9074.9,90.749,Train
2004-08-01,note_100,RM100,100,9226.2,92.262,Train
2004-09-01,note_100,RM100,100,9233.2,92.33200000000001,Train
2004-10-01,note_100,RM100,100,9498.9,94.98899999999999,Train
2004-11-01,note_100,RM100,100,9503.1,95.031,Train
2004-12-01,note_100,RM100,100,9605.3,96.053,Train
2005-01-01,note_100,RM100,100,10068.4,100.684,Train
2005-02-01,note_100,RM100,100,9771.9,97.719,Train
2005-03-01,note_100,RM100,100,9435.5,94.355,Train
2005-04-01,note_100,RM100,100,9449.5,94.495,Train
2005-05-01,note_100,RM100,100,9343.9,93.439,Train
2005-06-01,note_100,RM100,100,9259.0,92.59,Train
2005-07-01,note_100,RM100,100,9545.9,95.459,Train
2005-08-01,note_100,RM100,100,9642.1,96.421,Train
2005-09-01,note_100,RM100,100,9610.0,96.1,Train
2005-10-01,note_100,RM100,100,10304.4,103.044,Train
2005-11-01,note_100,RM100,100,9837.4,98.374,Train
2005-12-01,note_100,RM100,100,10102.0,101.02,Train
2006-01-01,note_100,RM100,100,11618.2,116.182,Train
2006-02-01,note_100,RM100,100,10491.6,104.916,Train
2006-03-01,note_100,RM100,100,10280.2,102.802,Train
2006-04-01,note_100,RM100,100,10420.2,104.20200000000001,Train
2006-05-01,note_100,RM100,100,10414.6,104.146,Train
2006-06-01,note_100,RM100,100,10384.4,103.844,Train
2006-07-01,note_100,RM100,100,10450.7,104.507,Train
2006-08-01,note_100,RM100,100,10513.3,105.133,Train
2006-09-01,note_100,RM100,100,10439.0,104.39,Train
2006-10-01,note_100,RM100,100,10873.2,108.73200000000001,Train
2006-11-01,note_100,RM100,100,10557.1,105.571,Train
2006-12-01,note_100,RM100,100,10871.9,108.719,Train
2007-01-01,note_100,RM100,100,11122.6,111.226,Train
2007-02-01,note_100,RM100,100,11518.3,115.18299999999999,Train
2007-03-01,note_100,RM100,100,10996.8,109.96799999999999,Train
2007-04-01,note_100,RM100,100,11079.6,110.796,Train
2007-05-01,note_100,RM100,100,10908.8,109.088,Train
2007-06-01,note_100,RM100,100,10913.7,109.137,Train
2007-07-01,note_100,RM100,100,11048.6,110.486,Train
2007-08-01,note_100,RM100,100,11296.0,112.96,Train
2007-09-01,note_100,RM100,100,11468.6,114.686,Train
2007-10-01,note_100,RM100,100,11327.2,113.272,Train
2007-11-01,note_100,RM100,100,11556.3,115.56299999999999,Train
2007-12-01,note_100,RM100,100,11808.3,118.083,Train
2008-01-01,note_100,RM100,100,12894.0,128.94,Train
2008-02-01,note_100,RM100,100,13011.4,130.114,Train
2008-03-01,note_100,RM100,100,12927.6,129.276,Train
2008-04-01,note_100,RM100,100,12698.0,126.98,Train
2008-05-01,note_100,RM100,100,12858.0,128.58,Train
2008-06-01,note_100,RM100,100,12923.2,129.232,Train
2008-07-01,note_100,RM100,100,12840.5,128.405,Train
2008-08-01,note_100,RM100,100,13095.0,130.95,Train
2008-09-01,note_100,RM100,100,13892.7,138.92700000000002,Train
2008-10-01,note_100,RM100,100,13302.1,133.02100000000002,Train
2008-11-01,note_100,RM100,100,13176.0,131.76,Train
2008-12-01,note_100,RM100,100,13626.7,136.267,Train
2009-01-01,note_100,RM100,100,14542.8,145.428,Train
2009-02-01,note_100,RM100,100,13789.9,137.899,Train
2009-03-01,note_100,RM100,100,13696.3,136.963,Train
2009-04-01,note_100,RM100,100,13772.3,137.72299999999998,Train
2009-05-01,note_100,RM100,100,13805.5,138.055,Train
2009-06-01,note_100,RM100,100,13861.1,138.611,Train
2009-07-01,note_100,RM100,100,13870.2,138.702,Train
2009-08-01,note_100,RM100,100,14051.3,140.513,Train
2009-09-01,note_100,RM100,100,14078.5,140.785,Train
2009-10-01,note_100,RM100,100,13841.1,138.411,Train
2009-11-01,note_100,RM100,100,14175.7,141.757,Train
2009-12-01,note_100,RM100,100,14409.6,144.096,Train
2010-01-01,note_100,RM100,100,15098.5,150.985,Train
2010-02-01,note_100,RM100,100,15393.8,153.938,Train
2010-03-01,note_100,RM100,100,14504.8,145.048,Train
2010-04-01,note_100,RM100,100,14234.6,142.346,Train
2010-05-01,note_100,RM100,100,14279.1,142.791,Train
2010-06-01,note_100,RM100,100,13909.7,139.097,Train
2010-07-01,note_100,RM100,100,13835.7,138.357,Train
2010-08-01,note_100,RM100,100,14296.9,142.969,Train
2010-09-01,note_100,RM100,100,14118.5,141.185,Train
2010-10-01,note_100,RM100,100,14251.7,142.517,Train
2010-11-01,note_100,RM100,100,14305.8,143.058,Train
2010-12-01,note_100,RM100,100,14655.6,146.556,Train
2011-01-01,note_100,RM100,100,16494.4,164.94400000000002,Train
2011-02-01,note_100,RM100,100,15538.0,155.38,Train
2011-03-01,note_100,RM100,100,15345.2,153.452,Train
2011-04-01,note_100,RM100,100,15605.8,156.058,Train
2011-05-01,note_100,RM100,100,15514.2,155.142,Train
2011-06-01,note_100,RM100,100,15537.0,155.37,Train
2011-07-01,note_100,RM100,100,15756.3,157.563,Train
2011-08-01,note_100,RM100,100,16808.6,168.08599999999998,Train
2011-09-01,note_100,RM100,100,15905.8,159.058,Train
2011-10-01,note_100,RM100,100,16014.4,160.144,Train
2011-11-01,note_100,RM100,100,16144.9,161.44899999999998,Train
2011-12-01,note_100,RM100,100,16511.8,165.118,Train
2012-01-01,note_100,RM100,100,17909.3,179.093,Train
2012-02-01,note_100,RM100,100,17168.6,171.68599999999998,Train
2012-03-01,note_100,RM100,100,17140.7,171.407,Train
2012-04-01,note_100,RM100,100,17170.9,171.709,Train
2012-05-01,note_100,RM100,100,17266.4,172.66400000000002,Train
2012-06-01,note_100,RM100,100,17312.5,173.125,Train
2012-07-01,note_100,RM100,100,17708.4,177.084,Train
2012-08-01,note_100,RM100,100,17848.1,178.481,Train
2012-09-01,note_100,RM100,100,17563.7,175.637,Train
2012-10-01,note_100,RM100,100,17589.9,175.899,Train
2012-11-01,note_100,RM100,100,17647.4,176.47400000000002,Train
2012-12-01,note_100,RM100,100,18506.0,185.06,Train
2013-01-01,note_100,RM100,100,21658.1,216.581,Train
2013-02-01,note_100,RM100,100,22395.6,223.956,Train
2013-03-01,note_100,RM100,100,22680.4,226.804,Train
2013-04-01,note_100,RM100,100,23341.2,233.412,Train
2013-05-01,note_100,RM100,100,23392.6,233.926,Train
2013-06-01,note_100,RM100,100,23521.8,235.218,Train
2013-07-01,note_100,RM100,100,24315.9,243.15900000000002,Train
2013-08-01,note_100,RM100,100,24472.6,244.726,Train
2013-09-01,note_100,RM100,100,24414.9,244.149,Train
2013-10-01,note_100,RM100,100,24341.2,243.412,Train
2013-11-01,note_100,RM100,100,24853.8,248.53799999999998,Train
2013-12-01,note_100,RM100,100,25742.1,257.421,Train
2014-01-01,note_100,RM100,100,28510.7,285.107,Train
2014-02-01,note_100,RM100,100,27302.2,273.022,Train
2014-03-01,note_100,RM100,100,27260.1,272.601,Train
2014-04-01,note_100,RM100,100,27178.7,271.78700000000003,Train
2014-05-01,note_100,RM100,100,27199.1,271.991,Train
2014-06-01,note_100,RM100,100,27255.2,272.552,Train
2014-07-01,note_100,RM100,100,28353.3,283.533,Train
2014-08-01,note_100,RM100,100,27583.7,275.837,Train
2014-09-01,note_100,RM100,100,27447.2,274.472,Train
2014-10-01,note_100,RM100,100,27586.7,275.867,Train
2014-11-01,note_100,RM100,100,28117.4,281.17400000000004,Train
2014-12-01,note_100,RM100,100,29003.1,290.031,Train
2015-01-01,note_100,RM100,100,31038.3,310.383,Train
2015-02-01,note_100,RM100,100,31502.7,315.027,Train
2015-03-01,note_100,RM100,100,30791.2,307.91200000000003,Train
2015-04-01,note_100,RM100,100,31194.9,311.949,Train
2015-05-01,note_100,RM100,100,31024.7,310.247,Train
2015-06-01,note_100,RM100,100,31671.4,316.714,Train
2015-07-01,note_100,RM100,100,31613.1,316.131,Train
2015-08-01,note_100,RM100,100,32274.5,322.745,Train
2015-09-01,note_100,RM100,100,32476.5,324.765,Train
2015-10-01,note_100,RM100,100,32765.4,327.654,Train
2015-11-01,note_100,RM100,100,33144.3,331.44300000000004,Train
2015-12-01,note_100,RM100,100,33810.5,338.105,Train
2016-01-01,note_100,RM100,100,35625.1,356.251,Train
2016-02-01,note_100,RM100,100,35136.5,351.365,Train
2016-03-01,note_100,RM100,100,34607.6,346.07599999999996,Train
2016-04-01,note_100,RM100,100,35016.3,350.163,Train
2016-05-01,note_100,RM100,100,35255.9,352.559,Train
2016-06-01,note_100,RM100,100,36559.2,365.592,Train
2016-07-01,note_100,RM100,100,35813.7,358.13699999999994,Train
2016-08-01,note_100,RM100,100,36068.1,360.681,Train
2016-09-01,note_100,RM100,100,36815.7,368.157,Train
2016-10-01,note_100,RM100,100,37137.8,371.37800000000004,Train
2016-11-01,note_100,RM100,100,37692.2,376.92199999999997,Train
2016-12-01,note_100,RM100,100,39163.9,391.639,Train
2017-01-01,note_100,RM100,100,41773.4,417.73400000000004,Train
2017-02-01,note_100,RM100,100,40223.3,402.233,Train
2017-03-01,note_100,RM100,100,40372.9,403.72900000000004,Train
2017-04-01,note_100,RM100,100,40656.0,406.56,Train
2017-05-01,note_100,RM100,100,40568.7,405.68699999999995,Train
2017-06-01,note_100,RM100,100,41867.4,418.67400000000004,Train
2017-07-01,note_100,RM100,100,41224.2,412.24199999999996,Train
2017-08-01,note_100,RM100,100,42262.4,422.624,Train
2017-09-01,note_100,RM100,100,41651.3,416.51300000000003,Train
2017-10-01,note_100,RM100,100,41751.2,417.51199999999994,Train
2017-11-01,note_100,RM100,100,42412.9,424.129,Train
2017-12-01,note_100,RM100,100,43075.9,430.759,Train
2018-01-01,note_100,RM100,100,44642.1,446.421,Train
2018-02-01,note_100,RM100,100,44782.5,447.825,Train
2018-03-01,note_100,RM100,100,44576.2,445.76199999999994,Train
2018-04-01,note_100,RM100,100,45927.8,459.278,Train
2018-05-01,note_100,RM100,100,46678.8,466.788,Train
2018-06-01,note_100,RM100,100,45358.6,453.586,Train
2018-07-01,note_100,RM100,100,43894.9,438.949,Train
