date,model,denomination_code,denomination,denomination_value,actual_value_rm_million,forecast_value_rm_million,actual_quantity_million_notes,forecast_quantity_million_notes,error_value_rm_million,absolute_error_value_rm_million,percentage_error
2023-12-01,ARIMA,note_10,RM10,10,7449.423375,6657.802701535299,744.9423375,665.78027015353,791.6206734647012,791.6206734647012,0.10626603343842049
2024-01-01,ARIMA,note_10,RM10,10,8302.65177,6657.802701535974,830.265177,665.7802701535974,1644.8490684640265,1644.8490684640265,0.1981112919136709
2024-02-01,ARIMA,note_10,RM10,10,8109.682735,6657.802701536766,810.9682735,665.7802701536766,1451.8800334632342,1451.8800334632342,0.1790304357033807
2024-03-01,ARIMA,note_10,RM10,10,8491.70266,6657.802701537024,849.1702660000001,665.7802701537024,1833.8999584629764,1833.8999584629764,0.21596375095674586
2024-04-01,ARIMA,note_10,RM10,10,8187.651815,6657.802701536985,818.7651815,665.7802701536986,1529.8491134630149,1529.8491134630149,0.18684833552158261
2024-05-01,ARIMA,note_10,RM10,10,7830.93608,6657.802701536909,783.093608,665.7802701536909,1173.1333784630915,1173.1333784630915,0.14980755384522196
2024-06-01,ARIMA,note_10,RM10,10,7706.788315,6657.802701536879,770.6788315,665.7802701536879,1048.985613463121,1048.985613463121,0.13611190168820939
2024-07-01,ARIMA,note_10,RM10,10,7548.51475,6657.80270153688,754.851475,665.780270153688,890.7120484631205,890.7120484631205,0.11799831860474545
2024-08-01,ARIMA,note_10,RM10,10,7487.16185,6657.802701536887,748.716185,665.7802701536887,829.3591484631133,829.3591484631133,0.11077083213622707
2024-09-01,ARIMA,note_10,RM10,10,7442.69883,6657.802701536891,744.269883,665.7802701536891,784.8961284631096,784.8961284631096,0.1054585368011068
2024-10-01,ARIMA,note_10,RM10,10,7402.066905,6657.802701536891,740.2066904999999,665.7802701536891,744.264203463109,744.264203463109,0.10054815945534999
2024-11-01,ARIMA,note_10,RM10,10,7451.65808,6657.80270153689,745.165808,665.780270153689,793.8553784631104,793.8553784631104,0.1065340585867448
2024-12-01,ARIMA,note_10,RM10,10,7774.32942,6657.80270153689,777.432942,665.780270153689,1116.5267184631102,1116.5267184631102,0.1436171093536078
2025-01-01,ARIMA,note_10,RM10,10,8671.533525,6657.80270153689,867.1533525000001,665.780270153689,2013.730823463111,2013.730823463111,0.23222314918780307
2025-02-01,ARIMA,note_10,RM10,10,8538.190705,6657.80270153689,853.8190705000001,665.780270153689,1880.388003463111,1880.388003463111,0.22023260763687882
2025-03-01,ARIMA,note_10,RM10,10,8906.89582,6657.80270153689,890.689582,665.780270153689,2249.09311846311,2249.09311846311,0.2525114432587031
2025-04-01,ARIMA,note_10,RM10,10,8743.021025,6657.80270153689,874.3021025,665.780270153689,2085.21832346311,2085.21832346311,0.23850089316960213
2025-05-01,ARIMA,note_10,RM10,10,8563.33757,6657.80270153689,856.333757,665.780270153689,1905.53486846311,1905.53486846311,0.22252245142580662
2025-06-01,ARIMA,note_10,RM10,10,8464.03205,6657.80270153689,846.403205,665.780270153689,1806.22934846311,1806.22934846311,0.2134005799828121
2025-07-01,ARIMA,note_10,RM10,10,8149.19954,6657.80270153689,814.919954,665.780270153689,1491.3968384631098,1491.3968384631098,0.18301145175580152
2025-08-01,ARIMA,note_10,RM10,10,8076.924305,6657.80270153689,807.6924305,665.780270153689,1419.1216034631098,1419.1216034631098,0.17570074323769583
2025-09-01,ARIMA,note_10,RM10,10,8015.28062,6657.80270153689,801.5280620000001,665.780270153689,1357.4779184631107,1357.4779184631107,0.16936124670119293
2025-10-01,ARIMA,note_10,RM10,10,8021.430935,6657.80270153689,802.1430935000001,665.780270153689,1363.6282334631105,1363.6282334631105,0.16999812683210622
2025-11-01,ARIMA,note_10,RM10,10,8011.4198,6657.80270153689,801.14198,665.780270153689,1353.6170984631099,1353.6170984631099,0.1689609497761071
2025-12-01,ARIMA,note_10,RM10,10,8357.020215,6657.80270153689,835.7020215,665.780270153689,1699.2175134631107,1699.2175134631107,0.20332815641790458
2026-01-01,ARIMA,note_10,RM10,10,9187.221095,6657.80270153689,918.7221095000001,665.780270153689,2529.418393463111,2529.418393463111,0.27531920341393623
2026-02-01,ARIMA,note_10,RM10,10,9630.124815,6657.80270153689,963.0124814999999,665.780270153689,2972.3221134631094,2972.3221134631094,0.3086483478213475
2021-02-01,ARIMA,note_20,RM20,20,3795.36636,3770.956580972296,189.768318,188.5478290486148,24.40977902770419,24.40977902770419,0.00643146845715948
2021-03-01,ARIMA,note_20,RM20,20,3764.46093,3743.894614463661,188.2230465,187.19473072318306,20.56631553633906,20.56631553633906,0.0054632830354116755
2021-04-01,ARIMA,note_20,RM20,20,3928.7007,3738.936436830105,196.435035,186.94682184150525,189.764263169895,189.764263169895,0.04830204122444222
2021-05-01,ARIMA,note_20,RM20,20,3909.10911,3741.064561923401,195.4554555,187.05322809617005,168.04454807659886,168.04454807659886,0.04298794005179325
2021-06-01,ARIMA,note_20,RM20,20,3739.73201,3741.9412166653187,186.9866005,187.09706083326594,-2.209206665318561,2.209206665318561,0.0005907392988083553
2021-07-01,ARIMA,note_20,RM20,20,3756.17817,3741.851887528022,187.8089085,187.0925943764011,14.326282471978175,14.326282471978175,0.0038140582857330687
2021-08-01,ARIMA,note_20,RM20,20,3761.69222,3741.742882672645,188.084611,187.08714413363225,19.949337327354897,19.949337327354897,0.005303288031192221
2021-09-01,ARIMA,note_20,RM20,20,3777.97089,3741.7350577634115,188.8985445,187.08675288817057,36.23583223658852,36.23583223658852,0.00959134765503408
2021-10-01,ARIMA,note_20,RM20,20,3842.17164,3741.745576840474,192.108582,187.0872788420237,100.42606315952617,100.42606315952617,0.02613783884978292
2021-11-01,ARIMA,note_20,RM20,20,3854.75403,3741.7481081702767,192.73770150000001,187.08740540851383,113.00592182972332,113.00592182972332,0.029315987725868808
2021-12-01,ARIMA,note_20,RM20,20,3948.75171,3741.747377791524,197.4375855,187.0873688895762,207.00433220847617,207.00433220847617,0.052422726828898585
2022-01-01,ARIMA,note_20,RM20,20,4161.67144,3741.7469873102605,208.083572,187.08734936551303,419.9244526897396,419.9244526897396,0.10090283645499405
2022-02-01,ARIMA,note_20,RM20,20,3979.95635,3741.7470036039304,198.9978175,187.08735018019652,238.20934639606958,238.20934639606958,0.05985225099166466
2022-03-01,ARIMA,note_20,RM20,20,3955.56584,3741.7470483908264,197.77829200000002,187.08735241954133,213.8187916091738,213.8187916091738,0.05405517194201823
2022-04-01,ARIMA,note_20,RM20,20,4346.10289,3741.747053810191,217.3051445,187.08735269050956,604.355836189809,604.355836189809,0.13905695550383276
2022-05-01,ARIMA,note_20,RM20,20,4212.00448,3741.74704984156,210.60022399999997,187.087352492078,470.25743015843955,470.25743015843955,0.11164694443972661
2022-06-01,ARIMA,note_20,RM20,20,4064.03972,3741.747048620066,203.201986,187.0873524310033,322.2926713799343,322.2926713799343,0.07930352397735282
2022-07-01,ARIMA,note_20,RM20,20,3992.5679,3741.7470488529075,199.628395,187.08735244264537,250.82085114709253,250.82085114709253,0.06282193751722857
2022-08-01,ARIMA,note_20,RM20,20,3937.19959,3741.747049022162,196.8599795,187.0873524511081,195.452540977838,195.452540977838,0.0496425280227762
2022-09-01,ARIMA,note_20,RM20,20,3872.64855,3741.7470490241444,193.6324275,187.0873524512072,130.90150097585547,130.90150097585547,0.0338015441591919
2022-10-01,ARIMA,note_20,RM20,20,3853.13291,3741.7470490061814,192.6566455,187.08735245030908,111.38586099381837,111.38586099381837,0.028907868894099055
2022-11-01,ARIMA,note_20,RM20,20,3801.69097,3741.747049003088,190.0845485,187.08735245015438,59.94392099691231,59.94392099691231,0.015767699550001117
2022-12-01,ARIMA,note_20,RM20,20,3938.52526,3741.747049004532,196.926263,187.0873524502266,196.77821099546782,196.77821099546782,0.04996240927891569
2023-01-01,ARIMA,note_20,RM20,20,4108.11204,3741.747049005098,205.405602,187.08735245025488,366.3649909949022,366.3649909949022,0.08918086639986143
2023-02-01,ARIMA,note_20,RM20,20,3883.90496,3741.7470490050323,194.195248,187.08735245025161,142.15791099496755,142.15791099496755,0.03660179959577784
2023-03-01,ARIMA,note_20,RM20,20,3952.74668,3741.747049004961,197.637334,187.08735245024803,210.9996309950393,210.9996309950393,0.05338050932093612
2023-04-01,ARIMA,note_20,RM20,20,4151.24711,3741.7470490049564,207.56235550000002,187.0873524502478,409.5000609950439,409.5000609950439,0.09864506981735517
2023-05-01,ARIMA,note_20,RM20,20,3901.84747,3741.747049004963,195.0923735,187.08735245024815,160.10042099503698,160.10042099503698,0.041031952741873066
2023-06-01,ARIMA,note_20,RM20,20,3863.2806,3741.747049004965,193.16403,187.08735245024826,121.53355099503506,121.53355099503506,0.03145863932198843
2023-07-01,ARIMA,note_20,RM20,20,3800.28187,3741.7470490049645,190.0140935,187.08735245024823,58.53482099503526,58.53482099503526,0.015402757742029084
2023-08-01,ARIMA,note_20,RM20,20,3768.30614,3741.747049004964,188.415307,187.0873524502482,26.55909099503606,26.55909099503606,0.007048018395616885
2023-09-01,ARIMA,note_20,RM20,20,3802.20631,3741.747049004964,190.1103155,187.0873524502482,60.45926099503595,60.45926099503595,0.01590109953687283
2023-10-01,ARIMA,note_20,RM20,20,3807.21869,3741.747049004964,190.3609345,187.0873524502482,65.47164099503607,65.47164099503607,0.017196711385926735
2023-11-01,ARIMA,note_20,RM20,20,3812.03863,3741.747049004964,190.6019315,187.0873524502482,70.29158099503593,70.29158099503593,0.018439367440260156
2023-12-01,ARIMA,note_20,RM20,20,3960.22291,3741.747049004964,198.0111455,187.0873524502482,218.47586099503587,218.47586099503587,0.0551675665638316
2024-01-01,ARIMA,note_20,RM20,20,4126.80526,3741.747049004964,206.340263,187.0873524502482,385.058210995036,385.058210995036,0.09330661049778637
2024-02-01,ARIMA,note_20,RM20,20,4076.71577,3741.747049004964,203.83578849999998,187.0873524502482,334.9687209950357,334.9687209950357,0.08216631717619984
2024-03-01,ARIMA,note_20,RM20,20,4280.04983,3741.747049004964,214.0024915,187.0873524502482,538.3027809950358,538.3027809950358,0.125770213519929
2024-04-01,ARIMA,note_20,RM20,20,4271.6776,3741.747049004964,213.58388,187.0873524502482,529.9305509950359,529.9305509950359,0.12405677595964544
2024-05-01,ARIMA,note_20,RM20,20,4149.07097,3741.747049004964,207.45354849999998,187.0873524502482,407.3239209950357,407.3239209950357,0.0981723195241068
2024-06-01,ARIMA,note_20,RM20,20,4166.23755,3741.747049004964,208.31187749999998,187.0873524502482,424.49050099503575,424.49050099503575,0.10188821350214074
2024-07-01,ARIMA,note_20,RM20,20,4126.42479,3741.747049004964,206.3212395,187.0873524502482,384.67774099503595,384.67774099503595,0.09322301037141548
2024-08-01,ARIMA,note_20,RM20,20,4125.40543,3741.747049004964,206.27027149999998,187.0873524502482,383.6583809950357,383.6583809950357,0.09299895186181391
2024-09-01,ARIMA,note_20,RM20,20,4156.90125,3741.747049004964,207.84506249999998,187.0873524502482,415.1542009950358,415.1542009950358,0.09987107607981686
2024-10-01,ARIMA,note_20,RM20,20,4127.3909,3741.747049004964,206.36954500000002,187.0873524502482,385.64385099503625,385.64385099503625,0.09343526221251208
2024-11-01,ARIMA,note_20,RM20,20,4149.79859,3741.747049004964,207.48992950000002,187.0873524502482,408.05154099503625,408.05154099503625,0.09833044475419618
2024-12-01,ARIMA,note_20,RM20,20,4363.73578,3741.747049004964,218.186789,187.0873524502482,621.9887309950359,621.9887309950359,0.14253583680427045
2025-01-01,ARIMA,note_20,RM20,20,4704.26146,3741.747049004964,235.21307299999998,187.0873524502482,962.5144109950356,962.5144109950356,0.204604786357907
2025-02-01,ARIMA,note_20,RM20,20,4641.06973,3741.747049004964,232.05348650000002,187.0873524502482,899.3226809950361,899.3226809950361,0.19377486944050634
2025-03-01,ARIMA,note_20,RM20,20,4889.31201,3741.747049004964,244.4656005,187.0873524502482,1147.5649609950356,1147.5649609950356,0.23470888310010626
2025-04-01,ARIMA,note_20,RM20,20,4680.79038,3741.747049004964,234.039519,187.0873524502482,939.0433309950363,939.0433309950363,0.20061640337652467
2025-05-01,ARIMA,note_20,RM20,20,4540.1281,3741.747049004964,227.006405,187.0873524502482,798.3810509950358,798.3810509950358,0.1758498952915086
2025-06-01,ARIMA,note_20,RM20,20,4458.61571,3741.747049004964,222.9307855,187.0873524502482,716.868660995036,716.868660995036,0.16078278721963143
2025-07-01,ARIMA,note_20,RM20,20,4411.28766,3741.747049004964,220.564383,187.0873524502482,669.5406109950359,669.5406109950359,0.15177895041082765
2025-08-01,ARIMA,note_20,RM20,20,4405.73977,3741.747049004964,220.2869885,187.0873524502482,663.992720995036,663.992720995036,0.15071083533266333
2025-09-01,ARIMA,note_20,RM20,20,4386.14733,3741.747049004964,219.3073665,187.0873524502482,644.4002809950357,644.4002809950357,0.14691715360027263
2025-10-01,ARIMA,note_20,RM20,20,4440.66839,3741.747049004964,222.03341949999998,187.0873524502482,698.9213409950357,698.9213409950357,0.1573910230651192
2025-11-01,ARIMA,note_20,RM20,20,4444.81738,3741.747049004964,222.24086900000003,187.0873524502482,703.0703309950363,703.0703309950363,0.15817755171642986
2025-12-01,ARIMA,note_20,RM20,20,4633.77883,3741.747049004964,231.6889415,187.0873524502482,892.0317809950361,892.0317809950361,0.19250633526568986
2026-01-01,ARIMA,note_20,RM20,20,4865.7854,3741.747049004964,243.28927,187.0873524502482,1124.0383509950357,1124.0383509950357,0.23100861599753983
2026-02-01,ARIMA,note_20,RM20,20,5047.2573,3741.747049004964,252.362865,187.0873524502482,1305.5102509950361,1305.5102509950361,0.25865736050251215
2021-02-01,ARIMA,note_50,RM50,50,62524.219875,58707.38116181106,1250.4843975000001,1174.1476232362213,3816.8387131889394,3816.8387131889394,0.06104576307900618
2021-03-01,ARIMA,note_50,RM50,50,63501.245425,57810.69258804138,1270.0249085,1156.2138517608275,5690.5528369586245,5690.5528369586245,0.08961324772251307
2021-04-01,ARIMA,note_50,RM50,50,65557.5046,58100.16260607973,1311.150092,1162.0032521215946,7457.341993920272,7457.341993920272,0.11375268231183211
2021-05-01,ARIMA,note_50,RM50,50,66160.1593,58253.26284289024,1323.203186,1165.0652568578048,7906.89645710976,7906.89645710976,0.11951144829105272
2021-06-01,ARIMA,note_50,RM50,50,65362.572,58219.59833042892,1307.25144,1164.3919666085783,7142.973669571082,7142.973669571082,0.10928232245161774
2021-07-01,ARIMA,note_50,RM50,50,66535.27805,58194.46541642543,1330.7055609999998,1163.8893083285086,8340.812633574562,8340.812633574562,0.1253592511826072
2021-08-01,ARIMA,note_50,RM50,50,67528.902925,58197.91210165257,1350.5780585,1163.9582420330514,9330.990823347434,9330.990823347434,0.1381777345577606
2021-09-01,ARIMA,note_50,RM50,50,68567.81265,58201.90498297048,1371.3562530000002,1164.0380996594097,10365.907667029525,10365.907667029525,0.1511774587289467
2021-10-01,ARIMA,note_50,RM50,50,69390.046025,58201.64284740603,1387.8009205,1164.0328569481205,11188.403177593973,11188.403177593973,0.1612393105138306
2021-11-01,ARIMA,note_50,RM50,50,69055.268275,58201.02674154511,1381.1053654999998,1164.020534830902,10854.241533454886,10854.241533454886,0.1571819472227644
2021-12-01,ARIMA,note_50,RM50,50,70550.155125,58201.02670737754,1411.0031025,1164.0205341475507,12349.128417622465,12349.128417622465,0.1750404148047926
2022-01-01,ARIMA,note_50,RM50,50,72883.797725,58201.11918553497,1457.6759545,1164.0223837106994,14682.678539465029,14682.678539465029,0.20145325844386808
2022-02-01,ARIMA,note_50,RM50,50,70169.5812,58201.12510193392,1403.391624,1164.0225020386783,11968.456098066083,11968.456098066083,0.17056473607777614
2022-03-01,ARIMA,note_50,RM50,50,69735.686725,58201.11159871491,1394.7137345,1164.0222319742982,11534.575126285097,11534.575126285097,0.16540419501095974
2022-04-01,ARIMA,note_50,RM50,50,78008.8334,58201.109847500586,1560.176668,1164.0221969500117,19807.723552499418,19807.723552499418,0.2539164180411832
2022-05-01,ARIMA,note_50,RM50,50,74151.031725,58201.11176245738,1483.0206345,1164.0222352491476,15949.919962542612,15949.919962542612,0.21510044555678248
2022-06-01,ARIMA,note_50,RM50,50,72526.793825,58201.11214772817,1450.5358765,1164.0222429545634,14325.68167727183,14325.68167727183,0.19752261091036627
2022-07-01,ARIMA,note_50,RM50,50,71209.298925,58201.11188491108,1424.1859785,1164.0222376982215,13008.187040088917,13008.187040088917,0.18267539824805146
2022-08-01,ARIMA,note_50,RM50,50,70650.00215,58201.111810280694,1413.000043,1164.0222362056138,12448.890339719306,12448.890339719306,0.17620509498766246
2022-09-01,ARIMA,note_50,RM50,50,69954.733025,58201.11184496033,1399.0946605,1164.0222368992065,11753.621180039663,11753.621180039663,0.16801752607417178
2022-10-01,ARIMA,note_50,RM50,50,69939.5144,58201.111858379445,1398.790288,1164.0222371675889,11738.402541620555,11738.402541620555,0.1678364890337379
2022-11-01,ARIMA,note_50,RM50,50,69677.643325,58201.11185403163,1393.5528665,1164.0222370806325,11476.531470968366,11476.531470968366,0.16470895000621588
2022-12-01,ARIMA,note_50,RM50,50,71074.59975,58201.11185173944,1421.4919949999999,1164.0222370347888,12873.487898260551,12873.487898260551,0.18112642130299936
2023-01-01,ARIMA,note_50,RM50,50,72679.8847,58201.11185224555,1453.5976939999998,1164.022237044911,14478.772847754444,14478.772847754444,0.1992129308889017
2023-02-01,ARIMA,note_50,RM50,50,68584.9783,58201.11185262197,1371.699566,1164.0222370524396,10383.86644737803,10383.86644737803,0.15140146872916674
2023-03-01,ARIMA,note_50,RM50,50,69031.57565,58201.111852570066,1380.631513,1164.0222370514014,10830.463797429933,10830.463797429933,0.15689144707259675
2023-04-01,ARIMA,note_50,RM50,50,71599.928525,58201.11185251024,1431.9985705,1164.022237050205,13398.816672489753,13398.816672489753,0.18713449787608924
2023-05-01,ARIMA,note_50,RM50,50,67469.1893,58201.11185251421,1349.3837859999999,1164.0222370502843,9268.07744748579,9268.07744748579,0.13736755315490043
2023-06-01,ARIMA,note_50,RM50,50,67954.151275,58201.11185252344,1359.0830254999998,1164.022237050469,9753.039422476555,9753.039422476555,0.14352382068620803
2023-07-01,ARIMA,note_50,RM50,50,66806.8621,58201.111852523434,1336.137242,1164.0222370504687,8605.750247476564,8605.750247476564,0.12881536382587508
2023-08-01,ARIMA,note_50,RM50,50,66476.65415,58201.111852522045,1329.533083,1164.022237050441,8275.542297477958,8275.542297477958,0.12448794848797241
2023-09-01,ARIMA,note_50,RM50,50,66598.600825,58201.11185252196,1331.9720165,1164.0222370504391,8397.488972478044,8397.488972478044,0.1260910720113172
2023-10-01,ARIMA,note_50,RM50,50,66344.389775,58201.11185252216,1326.8877955,1164.0222370504432,8143.277922477842,8143.277922477842,0.12274252502879159
2023-11-01,ARIMA,note_50,RM50,50,66189.390775,58201.11185252219,1323.7878155,1164.022237050444,7988.278922477817,7988.278922477817,0.12068820741427676
2023-12-01,ARIMA,note_50,RM50,50,67668.02185,58201.11185252216,1353.360437,1164.0222370504432,9466.909997477844,9466.909997477844,0.13990227198399835
2024-01-01,ARIMA,note_50,RM50,50,69037.047,58201.111852522154,1380.7409400000001,1164.022237050443,10835.935147477852,10835.935147477852,0.15695826542925354
2024-02-01,ARIMA,note_50,RM50,50,69442.71655,58201.11185252216,1388.854331,1164.0222370504432,11241.604697477836,11241.604697477836,0.16188313556805745
2024-03-01,ARIMA,note_50,RM50,50,69586.5102,58201.11185252216,1391.7302040000002,1164.0222370504432,11385.398347477843,11385.398347477843,0.1636150212843673
2024-04-01,ARIMA,note_50,RM50,50,68237.70795,58201.11185252216,1364.7541589999998,1164.0222370504432,10036.596097477835,10036.596097477835,0.14708284318154383
2024-05-01,ARIMA,note_50,RM50,50,67839.466475,58201.11185252216,1356.7893295,1164.0222370504432,9638.354622477833,9638.354622477833,0.1420759201582125
2024-06-01,ARIMA,note_50,RM50,50,68208.4802,58201.11185252216,1364.1696040000002,1164.0222370504432,10007.368347477845,10007.368347477845,0.1467173629750197
2024-07-01,ARIMA,note_50,RM50,50,67303.8575,58201.11185252216,1346.07715,1164.0222370504432,9102.745647477837,9102.745647477837,0.13524849816339038
2024-08-01,ARIMA,note_50,RM50,50,67374.776325,58201.11185252216,1347.4955264999999,1164.0222370504432,9173.664472477838,9173.664472477838,0.13615873733259237
2024-09-01,ARIMA,note_50,RM50,50,67275.8098,58201.11185252216,1345.516196,1164.0222370504432,9074.697947477842,9074.697947477842,0.1348879779292949
2024-10-01,ARIMA,note_50,RM50,50,66997.834175,58201.11185252216,1339.9566834999998,1164.0222370504432,8796.722322477835,8796.722322477835,0.1312986073475238
2024-11-01,ARIMA,note_50,RM50,50,66858.54425,58201.11185252216,1337.1708850000002,1164.0222370504432,8657.432397477845,8657.432397477845,0.12948879600347932
2024-12-01,ARIMA,note_50,RM50,50,69193.5498,58201.11185252216,1383.8709959999999,1164.0222370504432,10992.437947477832,10992.437947477832,0.1588650673256517
2025-01-01,ARIMA,note_50,RM50,50,72501.209875,58201.11185252216,1450.0241975,1164.0222370504432,14300.09802247784,14300.09802247784,0.1972394398263528
2025-02-01,ARIMA,note_50,RM50,50,69872.399175,58201.11185252216,1397.4479835,1164.0222370504432,11671.287322477838,11671.287322477838,0.16703716288954576
2025-03-01,ARIMA,note_50,RM50,50,71673.508125,58201.11185252216,1433.4701624999998,1164.0222370504432,13472.396272477832,13472.396272477832,0.18796898079806154
2025-04-01,ARIMA,note_50,RM50,50,68913.75035,58201.11185252216,1378.275007,1164.0222370504432,10712.638497477841,10712.638497477841,0.15544994203726195
2025-05-01,ARIMA,note_50,RM50,50,68174.5496,58201.11185252216,1363.490992,1164.0222370504432,9973.437747477838,9973.437747477838,0.1462926826212261
2025-06-01,ARIMA,note_50,RM50,50,67291.029175,58201.11185252216,1345.8205835,1164.0222370504432,9089.917322477842,9089.917322477842,0.1350836424100188
2025-07-01,ARIMA,note_50,RM50,50,67075.795925,58201.11185252216,1341.5159185,1164.0222370504432,8874.684072477838,8874.684072477838,0.13230829317927081
2025-08-01,ARIMA,note_50,RM50,50,67461.628025,58201.11185252216,1349.2325604999999,1164.0222370504432,9260.516172477837,9260.516172477837,0.13727086706306682
2025-09-01,ARIMA,note_50,RM50,50,67094.934575,58201.11185252216,1341.8986915,1164.0222370504432,8893.822722477846,8893.822722477846,0.13255579990969601
2025-10-01,ARIMA,note_50,RM50,50,67957.8299,58201.11185252216,1359.156598,1164.0222370504432,9756.718047477836,9756.718047477836,0.14357018259463045
2025-11-01,ARIMA,note_50,RM50,50,67407.160175,58201.11185252216,1348.1432035,1164.0222370504432,9206.048322477836,9206.048322477836,0.13657374526055438
2025-12-01,ARIMA,note_50,RM50,50,69060.76385,58201.11185252216,1381.215277,1164.0222370504432,10859.651997477842,10859.651997477842,0.15724778285199695
2026-01-01,ARIMA,note_50,RM50,50,70449.445525,58201.11185252216,1408.9889105,1164.0222370504432,12248.333672477842,12248.333672477842,0.17385990168128923
2026-02-01,ARIMA,note_50,RM50,50,72273.7951,58201.11185252216,1445.4759020000001,1164.0222370504432,14072.683247477842,14072.683247477842,0.1947134950919139
2021-02-01,ARIMA,note_100,RM100,100,56190.577925,56102.021187879705,561.90577925,561.020211878797,88.55673712029238,88.55673712029238,0.00157600687500479
2021-03-01,ARIMA,note_100,RM100,100,55789.976975,56097.03199529033,557.89976975,560.9703199529033,-307.0550202903323,307.0550202903323,0.005503766750574687
2021-04-01,ARIMA,note_100,RM100,100,55874.937075,56098.21406729879,558.74937075,560.9821406729878,-223.27699229878635,223.27699229878635,0.003996013310924813
2021-05-01,ARIMA,note_100,RM100,100,55675.315575,56097.96703588457,556.75315575,560.9796703588457,-422.6514608845682,422.6514608845682,0.007591361746575394
2021-06-01,ARIMA,note_100,RM100,100,55341.083625,56098.01768925375,553.41083625,560.9801768925375,-756.93406425375,756.93406425375,0.013677615519472943
2021-07-01,ARIMA,note_100,RM100,100,55600.351725,56098.00733527126,556.00351725,560.9800733527126,-497.6556102712566,497.6556102712566,0.00895058385120776
2021-08-01,ARIMA,note_100,RM100,100,56064.855175,56098.00945061258,560.64855175,560.9800945061259,-33.15427561258548,33.15427561258548,0.0005913557701896887
2021-09-01,ARIMA,note_100,RM100,100,56465.700525,56098.009018481265,564.65700525,560.9800901848126,367.69150651873497,367.69150651873497,0.006511767375593627
2021-10-01,ARIMA,note_100,RM100,100,57186.186925,56098.00910675769,571.86186925,560.9800910675768,1088.177818242315,1088.177818242315,0.01902868291724829
2021-11-01,ARIMA,note_100,RM100,100,57619.349325,56098.009088724495,576.1934932500001,560.980090887245,1521.3402362755078,1521.3402362755078,0.02640328733485759
2021-12-01,ARIMA,note_100,RM100,100,58697.027275,56098.009092408334,586.97027275,560.9800909240834,2599.018182591666,2599.018182591666,0.04427853169488584
2022-01-01,ARIMA,note_100,RM100,100,60914.775025,56098.0090916558,609.1477502500001,560.980090916558,4816.765933344206,4816.765933344206,0.0790738524662918
2022-02-01,ARIMA,note_100,RM100,100,60567.783875,56098.00909180952,605.67783875,560.9800909180952,4469.774783190478,4469.774783190478,0.07379789216681948
2022-03-01,ARIMA,note_100,RM100,100,60746.97405,56098.00909177812,607.4697405,560.9800909177812,4648.964958221877,4648.964958221877,0.07652998410086037
2022-04-01,ARIMA,note_100,RM100,100,64286.8422,56098.00909178454,642.868422,560.9800909178454,8188.833108215462,8188.833108215462,0.12737961343224075
2022-05-01,ARIMA,note_100,RM100,100,63977.48115,56098.00909178323,639.7748114999999,560.9800909178323,7879.472058216772,7879.472058216772,0.12316008565174298
2022-06-01,ARIMA,note_100,RM100,100,64448.42875,56098.0090917835,644.4842874999999,560.980090917835,8350.419658216502,8350.419658216502,0.1295674668905951
2022-07-01,ARIMA,note_100,RM100,100,64707.64125,56098.00909178344,647.0764125000001,560.9800909178343,8609.632158216562,8609.632158216562,0.1330543347261412
2022-08-01,ARIMA,note_100,RM100,100,65214.6334,56098.00909178345,652.146334,560.9800909178346,9116.624308216546,9116.624308216546,0.1397941509890715
2022-09-01,ARIMA,note_100,RM100,100,65663.0437,56098.00909178345,656.6304369999999,560.9800909178346,9565.034608216542,9565.034608216542,0.14566846233807074
2022-10-01,ARIMA,note_100,RM100,100,66833.00835,56098.00909178345,668.3300835,560.9800909178346,10734.99925821655,10734.99925821655,0.16062421134775312
2022-11-01,ARIMA,note_100,RM100,100,67909.9995,56098.00909178345,679.099995,560.9800909178346,11811.990408216552,11811.990408216552,0.17393595192437825
2022-12-01,ARIMA,note_100,RM100,100,68864.2238,56098.00909178345,688.642238,560.9800909178346,12766.214708216554,12766.214708216554,0.18538239456953776
2023-01-01,ARIMA,note_100,RM100,100,70600.14335,56098.00909178345,706.0014335,560.9800909178346,14502.134258216545,14502.134258216545,0.20541224946700545
2023-02-01,ARIMA,note_100,RM100,100,68820.3338,56098.00909178345,688.2033379999999,560.9800909178346,12722.32470821654,12722.32470821654,0.18486287417885994
2023-03-01,ARIMA,note_100,RM100,100,68965.4881,56098.00909178345,689.654881,560.9800909178346,12867.47900821655,12867.47900821655,0.18657852445789547
2023-04-01,ARIMA,note_100,RM100,100,70125.69335,56098.00909178345,701.2569335000001,560.9800909178346,14027.684258216548,14027.684258216548,0.20003630036431644
2023-05-01,ARIMA,note_100,RM100,100,69001.82625,56098.00909178345,690.0182625,560.9800909178346,12903.817158216545,12903.817158216545,0.1870068932880823
2023-06-01,ARIMA,note_100,RM100,100,69827.05075,56098.00909178345,698.2705074999999,560.9800909178346,13729.041658216542,13729.041658216542,0.1966149437897682
2023-07-01,ARIMA,note_100,RM100,100,69755.6866,56098.00909178345,697.556866,560.9800909178346,13657.677508216548,13657.677508216548,0.19579303385735075
2023-08-01,ARIMA,note_100,RM100,100,70026.0441,56098.00909178345,700.260441,560.9800909178346,13928.035008216546,13928.035008216546,0.19889792701022427
